ECG,EMG,foot GSR,hand GSR,HR,RESP
-0.05,-0.0149,3.189,22.657,86.0,11.704
-0.04,-0.0132,3.19,22.653,86.0,11.786
-0.031,-0.0083,3.192,22.643,86.0,11.854
-0.034,-0.0085,3.192,22.623,86.0,11.874
-0.038,0.0015,3.192,22.598,86.0,11.774
-0.042,-0.0052,3.19,22.572,86.0,11.69
-0.023,-0.003,3.189,22.546,86.0,11.55
-0.432,-0.0014,3.188,22.519,86.0,11.486
0.003,-0.0107,3.187,22.494,86.0,11.466
0.015,0.0042,3.185,22.469,86.0,11.466
-0.004,-0.0024,3.185,22.452,86.0,11.512
-0.026,-0.0063,3.185,22.449,86.0,11.506
-0.023,-0.001,3.186,22.437,84.0,11.502
-0.015,-0.0049,3.187,22.424,84.0,11.55
-0.019,-0.0039,3.187,22.413,84.0,11.566
-0.017,-0.0006,3.19,22.407,84.0,11.528
-0.021,-0.0081,3.193,22.399,84.0,11.488
0.018,-0.0028,3.195,22.395,84.0,11.464
-0.404,-0.008,3.198,22.388,84.0,11.498
0.066,-0.009,3.2,22.369,84.0,11.498
0.088,-0.0006,3.205,22.354,84.0,11.524
0.04,-0.0138,3.213,22.321,84.0,11.534
0.04,-0.0138,3.213,22.321,84.0,11.542
0.053,-0.0171,3.217,22.277,84.0,11.59
0.051,-0.0002,3.22,22.264,84.0,11.616
0.042,-0.0069,3.223,22.249,84.0,11.568
0.043,-0.0031,3.228,22.225,84.0,11.522
0.051,-0.0012,3.23,22.203,84.0,11.42
-0.348,-0.0062,3.232,22.178,84.0,11.4
0.09,-0.0051,3.233,22.153,84.0,11.42
0.111,-0.0034,3.233,22.126,84.0,11.4
0.093,-0.0001,3.233,22.085,84.0,11.46
0.057,-0.0102,3.234,22.065,84.0,11.518
0.05,-0.003,3.232,22.046,84.0,11.568
0.042,-0.0046,3.232,22.038,84.0,11.616
0.052,-0.0044,3.232,22.037,84.0,11.622
0.057,-0.007,3.233,22.031,84.0,11.634
0.042,-0.0031,3.234,22.019,84.0,11.618
-0.342,-0.004,3.232,22.01,84.0,11.642
0.056,-0.005,3.229,21.999,83.0,11.686
0.075,0.007,3.227,21.982,83.0,11.718
0.072,0.0015,3.225,21.977,83.0,11.788
0.018,-0.0056,3.223,21.97,83.0,11.84
0.029,-0.0104,3.223,21.971,83.0,11.854
0.028,-0.0083,3.222,21.963,83.0,11.874
0.021,-0.0032,3.222,21.953,83.0,11.914
0.026,-0.0112,3.22,21.939,83.0,11.958
0.015,-0.0128,3.218,21.924,83.0,11.994
0.002,0.0,3.215,21.906,83.0,12.062
-0.347,-0.0049,3.208,21.865,83.0,12.116
0.045,-0.0037,3.205,21.847,83.0,12.136
0.055,0.0047,3.202,21.832,83.0,12.116
0.004,-0.0065,3.198,21.822,83.0,12.12
0.016,-0.0134,3.194,21.811,83.0,12.106
0.017,-0.009,3.192,21.792,83.0,12.132
0.018,-0.0042,3.187,21.759,83.0,12.16
0.018,-0.0042,3.187,21.759,83.0,12.12
0.01,-0.0056,3.183,21.72,83.0,12.108
0.021,-0.0052,3.178,21.713,83.0,12.07
-0.38,-0.0047,3.173,21.71,83.0,11.986
0.041,-0.0082,3.168,21.698,79.0,11.906
0.063,-0.0006,3.163,21.684,79.0,11.914
0.048,-0.0058,3.158,21.671,79.0,11.882
0.001,-0.0104,3.156,21.659,79.0,11.86
0.017,-0.0092,3.151,21.647,79.0,11.77
0.018,-0.0022,3.147,21.627,79.0,11.652
0.006,-0.0042,3.146,21.609,79.0,11.62
-0.007,-0.0091,3.142,21.599,79.0,11.63
0.0,-0.003,3.138,21.591,79.0,11.626
-0.004,-0.0068,3.136,21.589,79.0,11.632
-0.286,0.0023,3.133,21.586,79.0,11.662
-0.059,-0.0102,3.131,21.583,81.0,11.616
0.054,-0.0006,3.127,21.577,81.0,11.534
0.055,-0.008,3.123,21.566,81.0,11.542
0.006,-0.0033,3.121,21.555,81.0,11.56
0.007,-0.0072,3.118,21.545,81.0,11.566
0.007,-0.003,3.116,21.532,81.0,11.552
-0.003,-0.0064,3.112,21.518,81.0,11.552
-0.006,-0.0039,3.111,21.498,81.0,11.584
-0.006,-0.0025,3.108,21.482,81.0,11.568
-0.016,-0.0041,3.107,21.469,81.0,11.564
0.017,-0.0039,3.105,21.453,81.0,11.582
-0.401,-0.0051,3.102,21.438,81.0,11.584
0.042,0.0008,3.1,21.426,81.0,11.584
0.056,-0.0078,3.097,21.411,81.0,11.588
0.012,-0.0102,3.094,21.406,81.0,11.586
0.026,-0.008,3.093,21.392,81.0,11.61
0.013,0.0013,3.09,21.376,81.0,11.64
0.013,-0.0065,3.089,21.36,81.0,11.64
0.007,-0.014,3.086,21.349,81.0,11.606
0.006,-0.0116,3.085,21.341,81.0,11.612
0.018,-0.01,3.083,21.331,81.0,11.622
-0.398,0.0105,3.08,21.318,81.0,11.628
0.047,-0.0047,3.08,21.306,83.0,11.678
0.049,-0.0003,3.078,21.303,83.0,11.716
0.025,0.0028,3.078,21.305,83.0,11.664
-0.023,-0.0094,3.075,21.31,83.0,11.666
-0.006,-0.0039,3.073,21.314,83.0,11.66
-0.01,-0.0033,3.07,21.312,83.0,11.644
-0.017,-0.0073,3.068,21.322,83.0,11.696
-0.033,-0.0001,3.065,21.339,83.0,11.704
0.006,-0.0047,3.063,21.349,83.0,11.766
-0.415,-0.0115,3.061,21.364,83.0,11.87
0.038,-0.0068,3.059,21.38,83.0,0.0
0.047,-0.0035,3.058,21.394,83.0,0.0
0.007,-0.0032,3.054,21.412,83.0,11.93
-0.003,-0.0123,3.053,21.427,83.0,11.914
0.004,-0.0073,3.049,21.44,112.0,11.914
-0.008,-0.0023,3.048,21.447,112.0,11.938
-0.011,-0.0055,3.048,21.449,112.0,11.962
-0.014,-0.0068,3.045,21.443,112.0,11.998
-0.011,-0.0044,3.044,21.427,112.0,12.046
-0.238,-0.0011,3.043,21.418,112.0,12.102
-0.12,-0.0093,3.04,21.408,112.0,12.142
0.039,-0.0051,3.04,21.397,112.0,12.168
0.039,-0.0017,3.038,21.382,112.0,12.214
-0.01,-0.0056,3.038,21.368,112.0,12.214
-0.005,-0.0038,3.035,21.358,86.0,12.228
0.003,-0.0029,3.034,21.353,86.0,12.25
-0.01,-0.0095,3.033,21.353,86.0,12.25
-0.005,-0.0017,3.031,21.361,86.0,12.192
-0.018,-0.0116,3.03,21.38,86.0,12.038
-0.021,-0.0148,3.03,21.393,86.0,11.986
-0.391,0.0042,3.031,21.407,86.0,11.928
0.032,0.0073,3.035,21.421,86.0,11.93
0.055,0.0008,3.041,21.468,86.0,11.962
0.025,-0.0075,3.04,21.492,87.0,11.948
0.024,-0.0044,3.04,21.513,87.0,11.916
0.011,-0.0076,3.038,21.537,87.0,11.86
0.013,-0.0036,3.038,21.558,87.0,11.836
0.012,-0.0021,3.035,21.574,87.0,11.81
0.026,-0.0121,3.033,21.589,87.0,11.776
-0.395,-0.0105,3.031,21.599,87.0,11.756
0.077,-0.0034,3.03,21.61,86.0,11.762
0.098,-0.0085,3.03,21.61,86.0,11.756
0.049,0.0012,3.031,21.615,86.0,11.744
0.096,0.0224,3.033,21.625,86.0,11.752
0.178,-0.0632,3.034,21.661,86.0,11.674
0.017,-0.0277,3.035,21.706,86.0,11.61
-0.249,-0.024,3.034,21.739,86.0,11.596
-0.285,-0.0065,3.033,21.753,86.0,11.6
-0.237,-0.0061,3.034,21.735,86.0,11.608
-0.768,0.0006,3.036,21.713,86.0,11.63
-0.245,0.0001,3.038,21.692,86.0,11.644
-0.203,0.0169,3.038,21.677,86.0,11.62
-0.205,0.0007,3.036,21.664,86.0,11.576
-0.228,-0.0034,3.035,21.658,86.0,11.546
-0.204,0.0029,3.038,21.648,86.0,11.524
-0.203,0.012,3.04,21.64,86.0,11.522
-0.227,0.0264,3.041,21.642,86.0,11.538
-0.205,-0.0092,3.038,21.643,86.0,11.56
-0.198,-0.0134,3.035,21.656,86.0,11.568
-0.102,-0.013,3.036,21.666,86.0,11.588
-0.032,-0.0046,3.038,21.677,86.0,11.6
0.0,0.0053,3.04,21.691,86.0,11.618
-0.028,-0.0099,3.04,21.709,86.0,11.644
-0.013,-0.0099,3.04,21.728,86.0,11.656
0.0,-0.0283,3.041,21.729,86.0,11.634
0.014,-0.0382,3.043,21.729,86.0,11.652
0.039,-0.0044,3.044,21.734,86.0,11.686
0.0,-0.0113,3.048,21.741,86.0,11.73
-0.008,-0.0004,3.051,21.754,86.0,11.766
-0.514,-0.0029,3.054,21.761,86.0,11.86
0.034,0.0105,3.059,21.768,86.0,11.932
0.028,0.0307,3.067,21.785,86.0,11.964
0.028,0.0307,3.067,21.785,86.0,11.988
-0.046,0.0095,0.0,21.868,86.0,11.992
-0.011,-0.0161,3.079,21.919,86.0,11.972
0.012,-0.0112,3.084,21.984,86.0,11.974
0.051,-0.004,3.086,22.057,86.0,12.002
0.094,0.0044,3.09,22.139,86.0,12.03
0.124,0.0039,3.096,22.238,86.0,12.046
-0.217,-0.01,3.1,22.351,86.0,12.074
0.221,0.0083,3.102,22.468,121.0,12.106
0.275,-0.0077,3.106,22.588,121.0,12.118
0.3,0.0008,3.113,22.718,121.0,12.18
0.301,-0.0095,3.116,22.859,121.0,12.234
0.373,-0.0139,3.121,22.988,121.0,12.212
0.39,-0.0029,3.129,23.115,121.0,12.184
0.426,-0.0046,3.138,23.247,121.0,12.098
0.449,-0.0101,3.149,23.369,121.0,12.024
0.446,-0.0088,3.161,23.492,121.0,11.998
0.281,0.0054,3.173,23.602,121.0,12.002
0.217,-0.0115,3.184,23.697,121.0,11.966
0.463,-0.0044,3.195,23.785,85.0,11.96
0.451,-0.0018,3.209,23.861,85.0,11.932
0.377,-0.0076,3.225,23.93,85.0,11.818
0.348,-0.0084,3.238,24.007,85.0,11.778
0.32,-0.0062,3.253,24.083,85.0,11.778
0.292,-0.0137,3.268,24.161,85.0,11.76
0.261,-0.0079,3.282,24.226,85.0,11.764
0.24,-0.0057,3.297,24.283,85.0,11.762
0.221,-0.0032,3.312,24.338,85.0,11.726
-0.17,-0.0116,3.327,24.392,85.0,11.706
0.217,-0.0003,3.344,24.449,85.0,11.7
0.232,-0.0074,3.359,24.513,85.0,11.66
0.205,-0.0081,3.376,24.562,85.0,11.63
0.148,-0.0096,3.392,24.603,85.0,11.62
0.149,-0.0053,3.404,24.646,85.0,11.594
0.139,-0.0163,3.419,24.681,85.0,11.562
0.11,-0.0123,3.433,24.721,85.0,11.562
0.106,-0.0039,3.445,24.787,85.0,11.556
0.121,0.0003,3.475,24.819,85.0,11.54
-0.336,-0.0019,3.493,24.849,85.0,11.54
0.12,-0.0117,3.508,24.88,89.0,11.518
0.126,0.0057,3.525,24.904,89.0,11.484
0.09,0.0028,3.541,24.924,89.0,11.502
0.049,-0.0115,3.553,24.945,89.0,11.54
0.06,-0.0144,3.568,24.957,89.0,11.546
0.045,-0.0139,3.583,24.962,89.0,11.566
0.037,-0.0142,3.597,24.96,89.0,11.576
0.027,0.0026,3.611,24.948,89.0,11.566
0.016,-0.0043,3.625,24.935,85.0,11.56
-0.342,-0.005,3.638,24.916,85.0,11.532
0.024,-0.0078,3.653,24.889,85.0,11.498
0.076,0.0054,3.668,24.854,85.0,11.488
0.087,-0.0092,3.683,24.814,85.0,11.512
0.042,-0.0033,3.698,24.782,85.0,11.54
0.052,-0.0107,3.711,24.753,90.0,11.55
0.055,-0.0077,3.721,24.717,90.0,11.544
0.047,-0.0028,3.731,24.675,90.0,11.578
0.045,-0.0095,3.742,24.63,90.0,11.606
0.035,0.0002,3.752,24.579,90.0,11.632
0.031,-0.0043,3.762,24.528,90.0,11.66
-0.37,-0.0075,3.77,24.482,90.0,11.666
0.068,-0.002,3.775,24.435,90.0,11.662
0.077,-0.0069,3.78,24.387,90.0,11.65
0.073,0.0,3.784,24.332,90.0,11.644
0.007,-0.0087,3.784,24.276,90.0,11.644
0.018,-0.0078,3.784,24.211,90.0,11.654
0.008,-0.0092,3.785,24.135,90.0,11.664
-0.016,-0.0031,3.785,24.072,90.0,11.672
-0.01,-0.0056,3.786,24.02,90.0,11.676
-0.027,-0.0017,3.785,23.978,90.0,11.684
-0.237,-0.0099,3.777,23.879,90.0,11.7
-0.237,-0.0099,3.777,23.879,90.0,11.752
0.037,0.0009,3.769,23.773,90.0,11.782
-0.008,-0.0128,3.765,23.719,90.0,11.798
-0.004,-0.0157,3.76,23.672,99.0,11.822
0.009,-0.0005,3.756,23.62,99.0,11.874
-0.037,-0.0022,3.748,23.565,99.0,11.922
-0.051,-0.0004,3.741,23.511,99.0,11.922
-0.058,-0.0064,3.733,23.458,99.0,11.942
-0.055,-0.0096,3.725,23.403,99.0,11.986
-0.442,-0.0108,3.706,23.295,99.0,12.016
0.027,-0.002,3.696,23.247,99.0,12.072
0.033,0.0008,3.686,23.195,99.0,12.088
-0.015,-0.0095,3.676,23.143,99.0,12.064
-0.003,-0.0142,3.669,23.094,90.0,12.126
-0.001,-0.0036,3.659,23.042,90.0,12.138
-0.005,-0.0098,3.651,22.992,90.0,12.074
-0.021,0.0,3.641,22.946,90.0,12.064
-0.02,-0.006,3.634,22.901,90.0,12.06
-0.375,-0.0038,3.626,22.857,90.0,12.054
0.02,-0.0043,3.618,22.809,90.0,12.092
0.046,0.0,3.609,22.762,90.0,12.12
0.051,-0.0009,3.602,22.72,90.0,12.11
-0.007,-0.0013,3.593,22.684,90.0,12.162
0.005,-0.0111,3.586,22.654,91.0,12.218
0.004,-0.0098,3.578,22.626,91.0,12.304
-0.002,-0.0022,3.571,22.603,91.0,12.396
-0.001,-0.0037,3.563,22.577,91.0,12.428
-0.013,-0.008,3.554,22.553,91.0,12.38
-0.281,0.0062,3.548,22.527,91.0,12.348
-0.103,0.0008,3.541,22.496,91.0,12.292
0.05,-0.0056,3.535,22.464,91.0,12.208
0.062,-0.0011,3.529,22.432,91.0,12.16
0.017,-0.0046,3.521,22.404,91.0,12.136
0.003,-0.0134,3.516,22.379,90.0,12.106
0.003,-0.0086,3.509,22.349,90.0,12.064
0.002,-0.0107,3.504,22.321,90.0,12.01
0.0,-0.0048,3.496,22.292,90.0,11.986
-0.081,-0.0077,3.486,22.244,90.0,11.95
-0.275,-0.0108,3.479,22.221,90.0,11.916
0.05,-0.0168,3.475,22.197,90.0,11.896
0.055,-0.0022,3.469,22.174,90.0,11.878
0.034,0.0036,3.464,22.152,90.0,11.844
0.024,-0.0161,3.459,22.133,90.0,11.8
0.037,0.0051,3.451,22.115,90.0,11.734
0.033,-0.0084,3.449,22.095,90.0,11.684
0.018,-0.0033,3.444,22.065,90.0,11.708
0.031,-0.0011,3.434,22.052,90.0,11.742
-0.373,-0.0045,3.429,22.041,90.0,11.794
0.048,-0.0073,3.424,22.027,90.0,11.848
0.056,0.0011,3.419,22.017,90.0,11.866
0.022,-0.0006,3.416,22.009,91.0,11.858
0.01,-0.0146,3.412,22.004,91.0,11.86
0.019,-0.008,3.408,21.999,91.0,11.874
0.015,-0.0076,3.404,21.99,91.0,11.886
0.019,-0.0147,3.401,21.982,91.0,11.914
0.005,0.0001,3.397,21.977,91.0,11.936
0.027,-0.0006,3.394,21.97,91.0,11.916
-0.358,-0.005,3.392,21.962,91.0,11.888
0.074,-0.0105,3.387,21.945,91.0,11.866
0.074,-0.0136,3.382,21.934,91.0,11.87
0.074,-0.0136,3.382,21.934,91.0,11.894
0.092,-0.0086,3.377,21.913,91.0,11.92
0.119,-0.0064,3.374,21.903,91.0,11.938
0.112,-0.0027,3.372,21.893,91.0,11.982
0.12,0.003,3.371,21.881,91.0,12.024
-0.304,-0.0078,3.368,21.875,91.0,12.016
0.135,0.0,3.367,21.867,91.0,12.002
0.127,0.0022,3.364,21.862,91.0,12.006
0.099,0.0046,3.362,21.856,91.0,12.046
0.044,-0.0107,3.36,21.851,91.0,12.11
0.044,-0.0121,3.356,21.847,91.0,12.142
0.031,-0.0098,3.356,21.842,91.0,12.146
0.021,-0.0083,3.354,21.839,91.0,12.17
0.007,-0.005,3.351,21.837,91.0,12.224
-0.002,-0.0095,3.349,21.836,91.0,12.272
-0.322,-0.001,3.347,21.836,91.0,12.298
-0.034,-0.0085,3.345,21.839,91.0,12.312
0.052,0.0011,3.342,21.835,91.0,12.324
0.052,-0.0087,3.34,21.831,91.0,12.314
0.006,-0.0022,3.337,21.827,91.0,12.346
0.007,-0.0087,3.336,21.823,118.0,12.412
0.004,-0.0032,3.334,21.812,118.0,12.48
0.0,-0.0088,3.33,21.8,118.0,12.518
-0.004,-0.004,3.327,21.79,118.0,12.512
-0.012,-0.0078,3.325,21.777,118.0,12.478
-0.002,-0.0114,3.322,21.761,118.0,12.438
-0.389,0.0019,3.32,21.751,118.0,12.446
0.039,-0.0032,3.317,21.741,118.0,12.492
0.046,-0.0008,3.316,21.733,118.0,12.526
0.021,-0.0017,3.314,21.727,118.0,12.56
-0.011,-0.015,3.31,21.721,118.0,12.578
0.009,-0.0045,3.307,21.706,87.0,12.536
0.0,-0.0036,3.302,21.698,87.0,12.578
0.002,0.0036,3.3,21.69,87.0,12.536
-0.011,-0.0056,3.297,21.684,87.0,12.436
-0.061,0.0038,3.295,21.681,87.0,12.416
-0.316,-0.0095,3.294,21.671,87.0,12.368
0.051,-0.0081,3.291,21.657,87.0,12.314
0.055,-0.0005,3.29,21.647,87.0,12.26
0.016,0.004,3.286,21.639,87.0,12.23
0.006,-0.0195,3.284,21.632,87.0,12.198
0.009,-0.0046,3.281,21.626,87.0,12.162
0.002,-0.0061,3.279,21.617,87.0,12.116
-0.005,-0.0112,3.277,21.611,87.0,12.072
0.0,0.0025,3.274,21.624,87.0,12.058
0.002,-0.0105,3.272,21.651,87.0,12.058
-0.324,-0.0069,3.272,21.684,87.0,12.048
0.02,-0.0168,3.269,21.719,87.0,12.068
0.081,-0.0221,3.269,21.757,87.0,12.094
0.126,-0.0353,3.265,21.821,87.0,12.114
0.282,-0.05,3.264,21.85,87.0,12.11
0.438,-0.038,3.265,21.882,87.0,12.128
0.643,-0.0448,3.265,21.917,87.0,12.136
0.766,-0.0494,3.26,21.957,87.0,12.106
0.791,-0.0418,3.259,21.993,87.0,12.08
0.911,-0.0223,3.257,22.039,87.0,12.052
0.588,-0.0136,3.257,22.094,87.0,12.016
1.096,-0.0047,3.257,22.195,87.0,11.958
1.19,0.0084,3.258,22.24,87.0,11.914
1.262,0.0047,3.259,22.286,87.0,11.896
1.302,-0.0127,3.263,22.326,87.0,11.866
1.26,0.045,3.265,22.359,87.0,11.85
1.2,0.0332,3.269,22.39,87.0,11.838
1.079,0.0394,3.275,22.448,87.0,11.852
1.079,0.0394,3.275,22.448,87.0,11.894
0.551,0.0354,3.286,22.489,87.0,11.922
0.827,0.0399,3.292,22.52,87.0,11.96
0.711,0.0236,3.3,22.564,87.0,11.976
0.587,0.0138,3.306,22.612,87.0,11.97
0.49,0.0019,3.31,22.648,87.0,11.918
0.406,-0.0097,3.315,22.676,87.0,11.804
0.32,-0.0096,3.319,22.697,87.0,11.722
0.225,-0.0112,3.322,22.71,87.0,11.712
0.127,-0.0102,3.326,22.717,87.0,11.73
-0.332,-0.0018,3.33,22.723,87.0,11.734
0.043,-0.0121,3.334,22.743,87.0,11.734
0.02,0.0006,3.34,22.786,87.0,11.792
-0.045,-0.0008,3.345,22.842,87.0,11.82
-0.109,-0.0179,3.348,22.911,87.0,11.866
-0.122,-0.0292,3.354,22.966,87.0,11.942
-0.132,-0.0266,3.357,23.018,87.0,12.024
-0.168,-0.0222,3.362,23.069,87.0,12.088
-0.215,-0.008,3.367,23.109,87.0,12.13
-0.253,-0.0089,3.372,23.147,87.0,12.152
-0.655,-0.0156,3.377,23.166,87.0,12.15
-0.272,0.0193,3.381,23.172,87.0,12.16
-0.277,-0.002,3.389,23.172,87.0,12.192
-0.365,0.0056,3.394,23.181,87.0,12.23
-0.363,-0.002,3.398,23.184,87.0,12.252
-0.408,-0.0052,3.403,23.176,87.0,12.252
-0.435,-0.0109,3.407,23.174,87.0,12.24
-0.453,-0.0163,3.409,23.164,87.0,12.248
-0.461,-0.0038,3.413,23.152,87.0,12.27
-0.838,-0.0075,3.417,23.145,87.0,12.308
-0.435,-0.0104,3.422,23.137,87.0,12.338
-0.407,-0.0094,3.424,23.13,87.0,12.36
-0.396,-0.0016,3.426,23.127,87.0,12.368
-0.454,-0.0053,3.428,23.121,87.0,12.358
-0.442,-0.0098,3.434,23.095,87.0,12.358
-0.442,0.0028,3.436,23.082,87.0,12.358
-0.455,-0.0079,3.438,23.062,87.0,12.36
-0.468,-0.0105,3.438,23.049,87.0,12.358
-0.43,0.0029,3.441,23.027,87.0,12.342
-0.847,-0.0043,3.444,23.001,87.0,12.316
-0.382,-0.0109,3.449,22.991,87.0,12.272
-0.353,-0.0065,3.451,22.993,87.0,12.228
-0.355,-0.0243,3.456,22.984,87.0,0.0
-0.311,-0.0337,3.459,22.97,87.0,0.0
-0.245,0.0049,3.462,22.954,87.0,12.006
-0.278,0.0029,3.466,22.947,87.0,11.992
-0.28,0.0,3.465,22.929,87.0,11.952
-0.272,-0.0053,3.465,22.911,87.0,11.916
-0.608,-0.0238,3.465,22.896,87.0,11.918
-0.199,0.0411,3.463,22.88,87.0,11.884
-0.206,0.0193,3.461,22.853,87.0,11.858
-0.255,0.0104,3.456,22.826,87.0,11.86
-0.318,0.0195,3.45,22.824,87.0,11.882
-0.314,-0.0048,3.448,22.812,87.0,11.862
-0.317,-0.0054,3.443,22.797,87.0,11.814
-0.329,-0.0123,3.439,22.785,87.0,11.784
-0.347,-0.003,3.436,22.775,87.0,11.75
-0.35,-0.011,3.432,22.765,87.0,11.718
-0.754,-0.008,3.427,22.769,87.0,11.722
-0.303,-0.0103,3.422,22.762,87.0,11.728
-0.293,-0.0139,3.419,22.752,87.0,11.738
-0.346,-0.013,3.412,22.737,87.0,11.72
-0.346,-0.013,3.412,22.737,87.0,11.696
-0.34,-0.0119,3.399,22.707,87.0,11.684
-0.335,-0.002,3.394,22.698,87.0,11.73
-0.324,0.0034,3.393,22.69,87.0,11.722
-0.717,-0.0021,3.389,22.681,87.0,11.654
-0.26,-0.0071,3.386,22.673,87.0,11.642
-0.241,-0.0042,3.382,22.664,87.0,11.696
-0.237,-0.0067,3.378,22.658,87.0,11.676
-0.274,-0.0078,3.376,22.653,87.0,11.634
-0.247,-0.0087,3.369,22.65,87.0,11.632
-0.227,0.0,3.367,22.645,87.0,11.586
-0.244,-0.0048,3.362,22.65,87.0,11.566
-0.205,-0.0078,3.36,22.662,87.0,11.586
-0.633,-0.0016,3.359,22.679,87.0,11.566
-0.158,-0.0075,3.356,22.694,87.0,11.676
-0.141,-0.0001,3.354,22.714,87.0,11.728
-0.167,-0.0009,3.352,22.736,11.0,11.796
-0.174,-0.0124,3.347,22.787,11.0,11.784
-0.142,-0.0063,3.346,22.823,11.0,11.656
-0.145,-0.0091,3.345,22.855,11.0,11.62
-0.136,-0.0022,3.344,22.889,11.0,11.684
-0.09,-0.0032,3.344,22.926,11.0,11.76
-0.482,-0.0163,3.346,22.982,11.0,11.594
0.263,0.0013,3.349,23.075,11.0,11.542
0.263,0.0013,3.349,23.075,11.0,11.546
0.223,0.0162,3.351,23.13,11.0,11.69
0.424,-0.0219,3.351,23.204,11.0,12.116
0.534,-0.0174,3.349,23.233,11.0,11.926
0.825,-0.0048,3.349,23.242,11.0,11.77
1.159,-0.0052,3.352,23.258,11.0,11.738
1.35,0.0029,3.356,23.305,11.0,11.764
1.562,-0.0092,3.359,23.335,11.0,11.91
2.009,-0.0036,3.362,23.345,11.0,12.186
2.085,-0.0089,3.366,23.371,11.0,11.938
2.015,-0.0596,3.369,23.437,11.0,11.762
1.967,0.0557,3.374,23.428,11.0,11.744
1.863,0.0254,3.377,23.412,11.0,11.962
1.699,0.0021,3.382,23.396,11.0,12.19
1.56,0.0028,3.387,23.386,11.0,12.26
1.399,-0.0052,3.391,23.381,11.0,12.202
0.821,-0.0033,3.394,23.384,11.0,12.148
1.129,0.002,3.403,23.376,11.0,12.294
1.016,-0.0088,3.409,23.334,11.0,12.308
0.87,-0.0067,3.417,23.3,11.0,12.282
0.651,-0.0098,3.421,23.286,11.0,12.204
0.529,-0.0083,3.424,23.272,11.0,12.104
0.402,0.005,3.431,23.263,11.0,12.014
0.184,-0.0089,3.433,23.269,11.0,12.196
0.103,-0.0096,3.436,23.264,11.0,12.074
-0.44,-0.0021,3.436,23.268,11.0,11.964
-0.007,-0.0026,3.437,23.263,11.0,11.862
-0.048,-0.0007,3.438,23.263,11.0,11.926
-0.125,-0.0039,3.437,23.278,11.0,11.964
-0.234,-0.0122,3.438,23.298,11.0,11.94
-0.29,-0.003,3.436,23.369,11.0,11.91
-0.399,-0.0053,3.437,23.429,11.0,11.862
-0.439,-0.0055,3.438,23.502,11.0,11.844
-0.438,-0.0024,3.438,23.581,11.0,11.838
-0.937,0.0069,3.439,23.671,11.0,11.772
-0.438,-0.0047,3.442,23.768,11.0,11.732
-0.435,0.0001,3.446,23.866,11.0,11.74
-0.457,0.0014,3.448,23.968,11.0,11.734
-0.512,-0.0088,3.454,24.068,11.0,11.826
-0.515,-0.0056,3.459,24.159,11.0,11.752
-0.528,-0.0188,3.465,24.253,11.0,11.776
-0.547,-0.0023,3.47,24.348,11.0,11.674
-0.554,-0.0069,3.476,24.446,11.0,11.726
-0.558,-0.0099,3.484,24.544,11.0,11.67
-0.962,-0.007,3.492,24.637,11.0,11.69
-0.533,-0.012,3.502,24.713,11.0,11.672
-0.478,-0.0124,3.512,24.776,11.0,11.664
-0.472,-0.0006,3.522,24.83,11.0,11.664
-0.521,-0.0069,3.532,24.881,11.0,11.666
-0.509,-0.0099,3.543,24.94,11.0,11.652
-0.492,0.0074,3.561,25.0,11.0,11.656
-0.492,-0.0131,3.572,25.033,11.0,11.652
-0.485,-0.0004,3.583,25.054,11.0,11.662
-0.479,0.0063,3.594,25.071,11.0,11.664
-0.431,-0.0023,3.604,25.09,11.0,11.67
-0.844,-0.0053,3.614,25.107,11.0,11.674
-0.386,0.0018,3.627,25.116,11.0,11.674
-0.38,-0.0015,3.636,25.121,11.0,11.686
-0.4,-0.0121,3.646,25.118,11.0,11.7
-0.406,-0.0007,3.654,25.123,11.0,11.706
-0.382,-0.0112,3.663,25.121,11.0,11.716
-0.396,-0.0036,3.671,25.125,11.0,11.716
-0.422,-0.012,3.678,25.08,11.0,11.706
-0.421,-0.0002,3.683,25.077,11.0,11.694
-0.407,0.0047,3.688,25.093,11.0,11.674
-0.749,-0.0066,3.693,25.111,11.0,11.67
-0.334,-0.0088,3.695,25.124,11.0,11.706
-0.303,0.0117,3.7,25.126,11.0,11.72
-0.338,-0.0078,3.707,25.125,11.0,11.706
-0.34,-0.006,3.71,25.125,11.0,11.72
-0.31,-0.0098,3.713,25.126,11.0,11.72
-0.301,-0.0041,3.716,25.141,11.0,11.718
-0.293,-0.001,3.719,25.172,11.0,11.728
-0.3,0.004,3.721,25.218,11.0,11.74
-0.266,-0.0042,3.724,25.286,11.0,11.74
-0.73,-0.0102,3.726,25.52,11.0,11.744
-0.241,-0.0103,3.729,25.636,11.0,11.766
-0.276,-0.0148,3.729,25.738,11.0,11.788
-0.28,-0.0186,3.731,25.844,11.0,11.8
-0.25,0.0,3.732,25.952,11.0,11.794
-0.253,0.0007,3.735,26.052,11.0,11.798
-0.24,-0.0011,3.742,26.136,11.0,11.796
-0.248,-0.01,3.747,26.212,11.0,11.808
-0.249,0.005,3.765,26.354,11.0,11.844
-0.12,-0.0075,3.773,26.407,11.0,11.888
-0.081,-0.0074,3.786,26.465,11.0,11.93
-0.077,-0.0051,3.797,26.507,13.0,11.94
-0.046,-0.0146,3.812,26.55,13.0,11.928
-0.027,-0.0029,3.827,26.584,13.0,11.922
