ECG,EMG,foot GSR,HR,marker,RESP
0.061,1.16275,13.211,109.0,11.07,34.28
0.009,1.274125,13.214,109.0,11.07,34.19
-0.159,1.323375,13.219,109.0,11.07,34.13
-0.115,1.294875,13.22,109.0,11.07,33.99
-0.08,1.294875,13.221,109.0,11.07,33.85
-0.224,1.274125,13.223,109.0,11.07,33.44
0.06,1.331125,13.221,109.0,11.07,33.06
-0.171,1.2275,13.221,109.0,11.07,32.83
-0.053,1.258625,13.215,109.0,11.07,33.06
0.116,1.157625,13.209,109.0,11.07,33.07
-0.111,1.1835,13.2,109.0,11.07,32.79
-0.147,1.144625,13.192,109.0,11.07,32.86
-0.051,1.186125,13.182,109.0,11.07,33.25
-0.111,1.10325,13.17,109.0,11.07,33.22
0.007,1.21725,13.156,109.0,11.07,32.74
-0.117,1.155,13.143,109.0,11.09,32.48
-0.113,1.269,13.129,109.0,11.07,32.42
0.083,1.383,13.113,107.0,11.07,32.58
0.079,1.307875,13.094,107.0,11.07,32.78
-0.099,1.313,13.077,107.0,11.07,32.84
-0.077,1.375125,13.057,107.0,11.07,32.81
0.006,1.243125,13.036,107.0,11.07,32.84
-0.133,1.2845,13.017,107.0,11.07,32.8
0.133,1.26375,12.996,107.0,11.07,32.73
-0.145,1.24825,12.974,107.0,11.07,32.85
-0.042,1.136875,12.951,107.0,11.07,32.98
0.168,1.14725,12.923,107.0,11.07,33.02
0.032,1.28975,12.894,107.0,11.07,32.96
-0.076,1.165375,12.866,107.0,11.07,32.78
-0.031,1.19125,12.838,107.0,11.07,32.61
0.021,1.1525,12.811,107.0,11.07,32.72
-0.12,1.11625,12.787,107.0,11.07,32.61
0.136,1.186125,12.761,107.0,11.09,32.44
-0.107,1.2845,12.732,107.0,11.07,32.48
0.0,1.21725,12.703,107.0,11.07,32.79
0.199,1.367375,12.673,104.0,11.07,32.98
0.0,1.2975,12.645,104.0,11.06,32.75
-0.059,1.186125,12.616,104.0,11.09,32.25
-0.004,1.3415,12.586,104.0,11.09,31.98
-0.005,1.27675,12.558,104.0,11.09,32.37
-0.124,1.2845,12.53,104.0,11.09,32.91
0.144,1.17575,12.504,104.0,11.09,33.16
-0.075,1.21725,12.475,104.0,11.09,33.17
0.056,1.14725,12.449,104.0,11.09,33.17
0.2,1.199125,12.423,106.0,11.09,32.84
-0.028,1.165375,12.401,106.0,11.09,32.48
-0.051,1.27675,12.376,106.0,11.09,32.69
0.015,1.165375,12.354,106.0,11.07,33.04
-0.01,1.2845,12.33,106.0,11.06,33.15
-0.06,1.357,12.308,106.0,11.06,32.75
0.104,1.16025,12.286,106.0,11.09,32.61
-0.065,1.447625,12.266,106.0,11.07,32.69
0.089,1.243125,12.246,106.0,11.1,32.8
0.172,1.155,12.226,104.0,11.09,32.93
-0.062,1.279375,12.204,104.0,11.07,33.31
-0.061,1.134375,12.187,104.0,11.09,33.39
0.028,1.11875,12.166,104.0,11.07,33.21
-0.108,1.1835,12.149,104.0,11.06,33.11
0.184,1.2405,12.127,104.0,11.07,33.87
-0.152,1.199125,12.109,104.0,11.06,35.29
-0.04,1.209375,12.089,104.0,11.07,36.05
0.159,1.266375,12.07,107.0,11.07,36.21
0.017,1.2535,12.055,107.0,11.06,36.33
-0.103,1.256,12.04,107.0,11.06,36.43
-0.032,1.27675,12.025,107.0,11.07,36.47
-0.049,1.3285,12.011,107.0,11.07,36.36
-0.155,1.383,11.999,107.0,11.06,36.33
0.105,1.313,11.988,107.0,11.07,36.4
-0.106,1.085125,11.977,107.0,11.07,36.74
0.033,1.181,11.967,107.0,11.07,37.31
0.137,1.2405,11.958,109.0,11.09,37.74
-0.106,1.351875,11.951,109.0,11.09,38.01
-0.104,1.256,11.946,109.0,11.07,38.07
-0.008,1.222375,11.942,109.0,11.07,38.15
-0.147,1.1525,11.94,109.0,11.07,38.31
0.147,1.1835,11.94,109.0,11.07,38.41
-0.115,1.258625,11.937,109.0,11.07,38.62
-0.014,1.21975,11.94,109.0,11.07,38.78
0.188,1.21975,11.94,112.0,11.07,38.7
-0.051,1.504625,11.942,112.0,11.07,38.51
-0.104,1.294875,11.946,112.0,11.06,38.28
0.008,1.39075,11.947,112.0,11.07,38.05
-0.081,1.300125,11.95,112.0,11.07,37.72
0.143,1.209375,11.953,112.0,11.09,37.72
-0.13,1.209375,11.958,112.0,11.07,37.72
-0.065,1.16025,11.961,112.0,11.07,37.57
0.149,1.19125,11.963,111.0,11.06,37.47
0.1,1.186125,11.967,111.0,11.07,37.24
-0.074,1.173125,11.97,111.0,11.06,37.0
-0.044,1.206875,11.971,111.0,11.06,36.86
0.035,1.178375,11.973,111.0,11.07,36.84
-0.102,1.18875,11.978,111.0,11.06,36.59
0.175,1.111,11.984,111.0,11.06,36.28
-0.093,1.168,11.991,111.0,11.09,36.15
0.008,1.30525,11.997,111.0,11.07,36.06
0.226,1.395875,12.003,111.0,11.07,35.86
0.013,1.416625,12.011,111.0,11.06,35.74
-0.067,1.31825,12.018,107.0,11.07,35.6
-0.012,1.206875,12.026,107.0,11.09,35.14
0.037,1.27675,12.035,107.0,11.09,34.46
-0.11,1.2275,12.045,107.0,11.09,33.97
0.169,1.144625,12.055,107.0,11.07,34.06
-0.068,1.212,12.064,107.0,11.07,34.55
0.03,1.17575,12.073,107.0,11.09,34.73
0.251,1.199125,12.08,107.0,11.09,34.44
0.02,1.212,12.088,107.0,11.07,33.88
-0.057,1.206875,12.095,103.0,11.07,33.32
-0.022,1.30525,12.102,103.0,11.07,32.95
0.052,1.287125,12.107,103.0,11.07,32.71
-0.084,1.313,12.11,103.0,11.07,32.66
0.172,1.36225,12.112,103.0,11.09,33.03
-0.101,1.36225,12.116,103.0,11.07,33.32
-0.002,1.300125,12.117,103.0,11.09,33.15
0.235,1.3545,12.119,103.0,11.09,32.84
0.07,1.222375,12.116,103.0,11.09,32.72
-0.059,1.3545,12.116,101.0,11.1,32.66
-0.043,1.29225,12.112,101.0,11.06,32.68
0.045,1.168,12.11,101.0,11.07,32.79
0.139,1.11875,12.105,101.0,11.11,32.78
0.178,1.124,12.1,101.0,11.11,32.57
-0.075,1.237875,12.095,101.0,11.1,32.75
-0.039,1.165375,12.089,99.0,11.09,33.55
0.151,1.258625,12.083,99.0,11.1,34.38
0.15,1.21725,12.071,99.0,11.1,33.49
-0.082,1.19125,12.07,99.0,11.09,33.4
-0.062,1.323375,12.064,99.0,11.17,32.91
-0.005,1.344125,12.055,99.0,11.06,33.0
-0.006,1.307875,12.049,99.0,11.09,32.78
-0.1,1.403625,12.043,99.0,11.06,32.11
0.132,1.173125,12.034,99.0,11.05,31.75
-0.057,1.243125,12.026,99.0,11.06,31.54
0.072,1.29225,12.019,99.0,11.07,31.77
0.186,1.256,12.011,99.0,11.09,32.67
-0.062,1.0955,12.004,99.0,11.07,33.9
-0.074,1.199125,11.998,100.0,11.09,35.07
-0.028,1.16275,11.993,100.0,11.07,35.25
-0.021,1.212,11.992,100.0,11.06,34.69
-0.137,1.209375,11.99,100.0,11.06,33.92
0.142,1.315625,11.992,100.0,11.07,33.9
-0.086,1.243125,11.991,100.0,11.06,34.36
0.055,1.3545,11.995,100.0,11.06,34.67
0.195,1.489125,11.991,103.0,11.06,35.54
-0.058,1.401125,11.992,103.0,11.07,36.27
-0.078,1.331125,11.997,103.0,11.06,35.88
-0.029,1.237875,12.005,103.0,11.06,34.82
0.013,1.245625,12.018,103.0,11.06,34.26
-0.124,1.28975,12.02,103.0,11.05,33.97
0.133,1.1835,12.025,103.0,11.06,33.72
-0.086,1.230125,12.036,103.0,11.05,33.65
0.027,1.17575,12.05,103.0,11.07,34.27
0.237,1.1965,12.063,100.0,11.06,35.05
-0.009,1.33375,12.078,100.0,11.07,35.11
-0.087,1.168,12.095,100.0,11.07,34.72
-0.046,1.16275,12.114,100.0,11.07,34.11
0.019,1.282,12.131,100.0,11.06,33.57
-0.119,1.300125,12.147,100.0,11.07,33.19
0.129,1.302625,12.162,100.0,11.06,33.14
-0.112,1.427,12.18,100.0,11.06,33.17
-0.007,1.323375,12.192,100.0,11.07,33.09
0.215,1.338875,12.207,101.0,11.06,33.13
0.01,1.230125,12.218,101.0,11.06,33.47
-0.094,1.37,12.224,101.0,11.06,33.49
-0.058,1.16275,12.232,101.0,11.06,33.41
0.025,1.165375,12.237,101.0,11.06,33.53
-0.103,1.245625,12.242,101.0,11.06,33.47
0.178,1.294875,12.249,101.0,11.06,33.17
-0.168,1.1965,12.254,101.0,11.07,33.11
-0.038,1.142125,12.262,101.0,11.07,33.43
0.18,1.056625,12.273,101.0,11.07,33.72
0.085,1.1835,12.284,101.0,11.06,33.61
-0.082,1.11875,12.297,101.0,11.06,33.28
-0.061,1.2975,12.314,101.0,11.06,32.81
0.004,1.380375,12.331,101.0,11.06,32.48
-0.058,1.181,12.35,101.0,11.06,32.37
0.0,1.30525,12.368,101.0,11.06,32.63
-0.008,1.209375,12.388,101.0,11.06,33.21
-0.055,1.269,12.411,101.0,11.04,33.24
0.123,1.372625,12.432,100.0,11.05,33.03
0.158,1.3285,12.455,100.0,11.05,32.73
-0.081,1.13175,12.477,100.0,11.05,32.57
-0.068,1.26375,12.497,100.0,11.06,32.71
-0.021,1.2275,12.519,100.0,11.06,33.12
-0.021,1.496875,12.539,100.0,11.07,33.33
-0.145,1.279375,12.552,100.0,11.06,33.04
0.122,1.258625,12.563,100.0,11.06,32.89
-0.082,1.26125,12.576,100.0,11.06,32.85
0.057,1.36225,12.583,100.0,11.06,33.01
0.204,1.403625,12.591,100.0,11.07,33.25
-0.047,1.323375,12.595,100.0,11.07,33.43
-0.081,1.3855,12.597,100.0,11.07,33.76
-0.018,1.2405,12.599,100.0,11.06,34.21
-0.016,1.193875,12.6,100.0,11.06,34.42
-0.137,1.331125,12.597,100.0,11.06,34.27
0.129,1.250875,12.595,100.0,11.06,34.15
-0.097,1.465875,12.591,100.0,11.06,34.33
0.044,1.30525,12.587,100.0,11.07,34.71
0.173,1.26375,12.578,103.0,11.06,35.11
-0.064,1.16275,12.571,103.0,11.06,35.38
-0.082,1.3415,12.562,103.0,11.06,35.53
-0.012,1.1835,12.553,103.0,11.06,35.56
-0.083,1.315625,12.543,103.0,11.06,35.77
-0.023,1.214625,12.533,103.0,11.06,36.01
-0.028,1.3285,12.519,103.0,11.06,36.52
-0.101,1.32075,12.51,103.0,11.06,36.8
0.08,1.388125,12.499,106.0,11.07,36.61
0.11,1.2535,12.486,106.0,11.07,36.5
-0.107,1.214625,12.479,106.0,11.07,36.72
-0.085,1.26375,12.469,106.0,11.07,37.02
-0.009,1.3985,12.458,106.0,11.07,37.2
-0.143,1.357,12.449,106.0,11.07,37.2
0.164,1.225,12.439,106.0,11.07,37.1
-0.169,1.149875,12.428,106.0,11.07,36.85
-0.033,1.105875,12.413,106.0,11.07,36.62
0.184,1.16275,12.398,107.0,11.07,36.25
0.005,1.27675,12.38,107.0,11.06,36.03
-0.101,1.170625,12.362,107.0,11.07,35.9
-0.051,1.27675,12.347,107.0,11.06,35.76
0.001,1.237875,12.334,107.0,11.07,35.51
-0.132,1.401125,12.321,107.0,11.06,35.22
0.148,1.452875,12.31,107.0,11.06,34.95
-0.107,1.3415,12.299,107.0,11.06,34.8
0.01,1.27675,12.29,107.0,11.06,34.81
0.218,1.2845,12.284,104.0,11.07,34.79
-0.011,1.20425,12.278,104.0,11.06,34.69
-0.081,1.256,12.276,104.0,11.07,34.74
-0.039,1.19125,12.276,104.0,11.06,34.77
0.019,1.27675,12.28,104.0,11.06,34.47
-0.135,1.206875,12.286,104.0,11.05,33.82
0.151,1.17575,12.294,104.0,11.06,33.41
-0.09,1.344125,12.306,104.0,11.06,33.35
0.024,1.2275,12.319,104.0,11.07,33.4
0.004,1.3285,12.335,104.0,11.06,33.48
-0.059,1.313,12.353,104.0,11.06,33.58
-0.075,1.338875,12.372,104.0,11.07,33.66
-0.037,1.27675,12.392,104.0,11.07,33.75
0.009,1.408875,12.411,104.0,11.07,33.56
-0.127,1.401125,12.453,104.0,11.07,33.17
0.139,1.287125,12.456,104.0,11.07,33.14
-0.092,1.222375,12.475,104.0,11.07,33.08
0.005,1.279375,12.493,104.0,11.07,33.18
0.225,1.279375,12.509,101.0,11.07,33.29
0.014,1.168,12.525,101.0,11.06,33.26
-0.081,1.300125,12.539,101.0,11.06,33.24
-0.054,1.21725,12.551,101.0,11.07,33.25
0.026,1.2975,12.565,101.0,11.06,33.06
-0.096,1.315625,12.576,101.0,11.07,32.75
0.176,1.168,12.586,101.0,11.06,32.81
-0.146,1.310375,12.596,101.0,11.06,33.15
-0.026,1.274125,12.606,101.0,11.07,33.36
0.197,1.364875,12.616,100.0,11.07,33.61
0.061,1.29225,12.631,100.0,11.06,33.68
-0.087,1.2975,12.644,100.0,11.07,33.6
-0.061,1.432125,12.658,100.0,11.07,33.5
0.021,1.26375,12.669,100.0,11.07,33.86
-0.085,1.266375,12.682,100.0,11.07,34.23
0.181,1.214625,12.69,100.0,11.07,34.39
-0.159,1.085125,12.7,100.0,11.09,34.71
-0.04,1.18875,12.711,100.0,11.09,35.07
0.162,1.2405,12.722,100.0,11.09,35.29
0.113,1.372625,12.732,100.0,11.1,34.94
-0.07,1.23275,12.74,101.0,11.09,34.45
-0.049,1.1965,12.746,101.0,11.1,34.34
-0.023,1.256,12.752,101.0,11.09,34.56
0.005,1.315625,12.756,101.0,11.09,34.63
-0.121,1.411375,12.761,101.0,11.1,34.53
0.143,1.424375,12.769,101.0,11.09,34.25
-0.079,1.33375,12.773,101.0,11.09,34.06
0.043,1.3545,12.776,101.0,11.09,33.92
0.241,1.214625,12.778,101.0,11.09,33.71
-0.013,1.24825,12.78,101.0,11.07,33.45
-0.072,1.427,12.78,97.0,11.07,33.37
-0.044,1.155,12.779,97.0,11.07,33.57
0.015,1.250875,12.775,97.0,11.07,33.57
-0.081,1.256,12.77,97.0,11.07,33.23
0.151,1.237875,12.762,97.0,11.09,33.05
-0.133,1.300125,12.759,97.0,11.09,33.09
-0.042,1.186125,12.75,97.0,11.09,33.2
0.175,1.416625,12.739,97.0,11.09,33.13
0.135,1.313,12.726,97.0,11.07,33.03
-0.064,1.39325,12.715,97.0,11.09,32.92
-0.059,1.458,12.702,97.0,11.09,33.02
-0.044,1.39325,12.687,97.0,11.09,33.33
0.018,1.181,12.668,97.0,11.09,33.45
-0.096,1.287125,12.654,97.0,11.07,33.4
0.18,1.243125,12.639,97.0,11.09,33.16
-0.15,1.209375,12.624,97.0,11.09,32.91
-0.022,1.206875,12.609,97.0,11.07,32.72
0.203,1.11875,12.592,97.0,11.07,32.53
0.104,1.149875,12.575,97.0,11.09,32.48
-0.067,1.237875,12.557,94.0,11.09,32.67
-0.048,1.313,12.539,94.0,11.09,32.84
-0.007,1.274125,12.519,94.0,11.09,32.9
-0.078,1.3545,12.499,94.0,11.09,32.77
0.081,1.3545,12.479,94.0,11.07,32.77
0.122,1.26125,12.457,94.0,11.07,32.95
-0.076,1.367375,12.436,94.0,11.1,33.41
0.086,1.33375,12.416,97.0,11.1,33.53
0.193,1.209375,12.373,97.0,11.1,33.62
-0.053,1.21725,12.371,97.0,11.1,33.62
-0.093,1.19125,12.35,97.0,11.1,33.89
-0.059,1.144625,12.328,97.0,11.1,34.6
-0.002,1.26125,12.304,97.0,11.09,35.31
-0.132,1.212,12.283,97.0,11.1,35.28
0.129,1.225,12.262,97.0,11.09,34.77
-0.136,1.144625,12.241,97.0,11.1,34.71
-0.022,1.458,12.221,97.0,11.1,35.12
0.203,1.21975,12.198,99.0,11.1,35.56
0.032,1.279375,12.176,99.0,11.1,35.87
-0.087,1.338875,12.154,99.0,11.1,36.21
-0.065,1.338875,12.134,99.0,11.1,36.37
0.009,1.271625,12.111,99.0,11.09,36.05
-0.073,1.395875,12.09,99.0,11.1,35.57
0.063,1.250875,12.069,99.0,11.09,35.4
-0.051,1.193875,12.052,99.0,11.09,35.11
-0.049,1.170625,12.032,99.0,11.1,34.66
0.148,1.186125,12.012,99.0,11.1,34.29
0.171,1.256,11.992,99.0,11.1,34.25
-0.064,1.142125,11.972,99.0,11.1,34.59
-0.064,1.1835,11.952,99.0,11.09,34.82
-0.03,1.092875,11.932,99.0,11.09,34.77
0.01,1.34925,11.915,99.0,11.09,34.34
-0.127,1.256,11.895,99.0,11.09,33.98
0.126,1.43475,11.878,99.0,11.1,33.58
-0.085,1.170625,11.86,99.0,11.1,33.14
0.181,1.3415,11.844,99.0,11.1,32.88
0.224,1.346625,11.827,99.0,11.1,33.08
-0.004,1.222375,11.812,99.0,11.1,33.4
-0.084,1.302625,11.797,97.0,11.1,33.58
-0.066,1.3855,11.782,97.0,11.1,33.71
-0.005,1.323375,11.753,97.0,11.1,33.36
-0.068,1.344125,11.753,97.0,11.1,33.33
-0.021,1.157625,11.738,97.0,11.1,33.14
-0.002,1.10325,11.728,97.0,11.1,33.13
-0.073,1.041125,11.716,97.0,11.1,33.15
0.121,1.468375,11.707,97.0,11.1,33.26
0.174,1.212,11.7,97.0,11.1,33.4
-0.071,1.807625,11.692,97.0,11.09,33.2
-0.082,1.4555,11.689,97.0,11.09,32.89
-0.068,1.2535,11.685,97.0,11.09,32.95
0.006,1.41925,11.684,97.0,11.07,33.04
-0.114,1.460625,11.684,97.0,11.09,33.07
0.158,1.432125,11.686,97.0,11.09,33.19
-0.165,1.62125,11.69,97.0,11.09,33.59
-0.06,1.336375,11.695,97.0,11.07,33.72
0.16,1.1965,11.702,94.0,11.09,33.3
0.111,1.2535,11.711,94.0,11.1,33.21
-0.078,1.165375,11.721,94.0,11.06,33.05
-0.084,1.27675,11.732,94.0,11.1,33.19
-0.034,1.282,11.746,94.0,11.09,33.19
-0.003,1.331125,11.758,94.0,11.09,32.98
-0.138,1.323375,11.772,94.0,11.09,32.96
0.108,1.515,11.785,94.0,11.09,33.3
-0.095,1.31825,11.798,94.0,11.09,33.23
0.012,1.19125,11.81,94.0,11.09,32.72
0.228,1.432125,11.82,94.0,11.09,32.67
-0.01,1.3285,11.83,94.0,11.09,32.9
-0.093,1.46325,11.84,96.0,11.09,33.33
-0.063,1.2845,11.847,96.0,11.09,33.62
-0.004,1.41925,11.854,96.0,11.09,33.66
-0.105,1.380375,11.859,96.0,11.09,33.72
0.136,1.282,11.864,96.0,11.1,33.87
-0.153,1.313,11.868,96.0,11.09,34.11
-0.059,1.230125,11.87,96.0,11.09,34.39
0.13,1.258625,11.873,99.0,11.1,34.7
0.123,1.17575,11.873,99.0,11.09,35.06
-0.105,1.39075,11.871,99.0,11.09,35.28
-0.105,1.199125,11.87,99.0,11.09,35.33
-0.051,1.287125,11.869,99.0,11.1,35.32
-0.073,1.13175,11.865,99.0,11.1,35.4
-0.146,1.27675,11.861,99.0,11.09,35.64
0.082,1.45025,11.859,99.0,11.09,35.89
-0.091,1.336375,11.855,99.0,11.1,35.99
0.056,1.416625,11.851,99.0,11.09,36.09
0.19,1.403625,11.848,100.0,11.09,36.17
-0.076,1.18875,11.844,100.0,11.07,36.03
-0.089,1.178375,11.841,100.0,11.07,36.13
-0.054,1.157625,11.838,100.0,11.07,36.21
-0.001,1.237875,11.834,100.0,11.07,35.77
-0.133,1.310375,11.829,100.0,11.07,35.29
0.137,1.2975,11.824,100.0,11.07,35.12
-0.128,1.149875,11.819,100.0,11.09,35.13
-0.022,1.24825,11.814,100.0,11.09,35.03
0.233,1.31825,11.809,97.0,11.09,34.81
0.044,1.214625,11.803,97.0,11.09,34.53
-0.093,1.199125,11.797,97.0,11.09,34.08
-0.082,1.473625,11.789,97.0,11.09,33.77
-0.003,1.427,11.783,97.0,11.09,33.93
-0.063,1.36225,11.778,97.0,11.1,34.31
-0.046,1.326,11.776,97.0,11.09,34.38
0.041,1.3415,11.773,97.0,11.09,34.03
-0.068,1.2405,11.776,97.0,11.09,33.49
0.103,1.33375,11.777,97.0,11.09,33.1
0.192,1.214625,11.784,97.0,11.1,32.85
-0.078,1.21725,11.79,97.0,11.1,32.96
-0.083,1.212,11.8,97.0,11.09,33.33
-0.055,1.199125,11.813,97.0,11.09,33.5
0.002,1.315625,11.828,97.0,11.09,33.02
-0.104,1.39075,11.844,97.0,11.1,32.6
0.175,1.1835,11.855,97.0,11.1,32.56
-0.169,1.323375,11.869,97.0,11.09,32.67
-0.033,1.26125,11.884,97.0,11.09,32.63
0.208,1.367375,11.899,96.0,11.09,32.58
0.106,1.4295,11.914,96.0,11.09,32.67
-0.067,1.2975,11.931,96.0,11.09,32.72
-0.059,1.30525,11.946,96.0,11.1,32.69
-0.015,1.357,11.961,96.0,11.09,32.68
-0.008,1.375125,11.976,96.0,11.09,32.39
-0.128,1.193875,11.991,96.0,11.09,32.34
0.145,1.416625,12.004,96.0,11.1,32.66
-0.081,1.307875,12.016,96.0,11.09,33.11
0.056,1.113625,12.029,96.0,11.1,33.16
0.241,1.24825,12.04,97.0,11.1,33.2
-0.042,1.21975,12.053,97.0,11.1,33.09
-0.073,1.287125,12.066,97.0,11.11,32.74
-0.066,1.300125,12.079,97.0,11.11,32.58
0.004,1.39075,12.089,97.0,11.1,32.43
-0.075,1.326,12.099,97.0,11.11,32.48
0.085,1.4295,12.108,97.0,11.11,32.63
-0.103,1.315625,12.117,97.0,11.1,32.72
-0.053,1.3855,12.122,97.0,11.11,32.66
0.15,1.31825,12.127,97.0,11.1,32.7
0.155,1.56425,12.132,95.0,11.09,32.71
-0.066,1.39075,12.135,95.0,11.09,32.74
-0.074,1.155,12.141,95.0,11.09,32.75
-0.029,1.1265,12.144,95.0,11.09,32.8
-0.009,1.1525,12.144,95.0,11.09,32.72
-0.149,1.13175,12.144,95.0,11.09,33.05
0.122,1.214625,12.149,95.0,11.09,33.25
-0.104,1.193875,12.149,95.0,11.09,32.96
0.027,1.199125,12.152,95.0,11.09,32.78
0.251,1.2535,12.154,95.0,11.09,32.86
-0.024,1.235375,12.157,95.0,11.09,32.96
-0.084,1.388125,12.162,99.0,11.09,32.88
-0.052,1.47875,12.167,99.0,11.09,32.99
0.016,1.313,12.172,99.0,11.09,33.25
-0.111,1.481375,12.177,99.0,11.09,33.6
0.146,1.206875,12.185,99.0,11.09,33.8
-0.143,1.26125,12.189,99.0,11.1,33.9
-0.028,1.256,12.197,99.0,11.09,33.97
0.204,1.243125,12.199,100.0,11.09,34.29
0.052,1.186125,12.202,100.0,11.09,34.81
-0.111,1.199125,12.203,100.0,11.1,35.08
-0.055,1.18875,12.202,100.0,11.09,35.08
0.009,1.388125,12.201,100.0,11.09,35.15
-0.115,1.222375,12.199,100.0,11.1,35.34
0.171,1.372625,12.194,100.0,11.1,35.76
-0.154,1.266375,12.191,100.0,11.1,36.25
-0.03,1.439875,12.187,100.0,11.09,36.5
0.193,1.4995,12.185,100.0,11.1,36.47
0.058,1.209375,12.181,100.0,11.1,36.22
-0.094,1.186125,12.176,101.0,11.1,35.87
-0.079,1.408875,12.172,101.0,11.09,35.52
-0.009,1.452875,12.167,101.0,11.09,34.97
-0.042,1.427,12.162,101.0,11.1,34.61
-0.116,1.447625,12.156,101.0,11.09,34.75
0.108,1.504625,12.148,101.0,11.09,34.73
-0.088,1.077375,12.141,101.0,11.09,34.57
0.073,1.149875,12.133,101.0,11.09,34.64
0.216,1.256,12.126,99.0,11.09,34.68
-0.04,1.31825,12.116,99.0,11.09,34.52
-0.074,1.367375,12.106,99.0,11.07,34.26
-0.026,1.3285,12.097,99.0,11.07,33.96
0.008,1.3285,12.085,99.0,11.09,33.54
-0.125,1.4295,12.075,99.0,11.09,33.06
0.14,1.37775,12.064,99.0,11.09,32.68
-0.09,1.46325,12.05,99.0,11.09,32.97
0.017,1.411375,12.038,99.0,11.1,33.61
0.243,1.344125,12.023,100.0,11.1,34.0
-0.018,1.274125,12.008,100.0,11.1,34.1
-0.093,1.178375,11.992,100.0,11.1,34.05
-0.06,1.067,11.978,100.0,11.1,33.88
-0.015,1.186125,11.963,100.0,11.1,33.64
-0.062,1.170625,11.95,100.0,11.1,33.18
-0.03,1.359625,11.933,100.0,11.09,32.84
0.0,1.307875,11.92,100.0,11.09,32.72
-0.063,1.26125,11.906,100.0,11.09,32.71
0.122,1.33375,11.89,96.0,11.07,32.83
0.118,1.351875,11.874,96.0,11.07,33.07
-0.071,1.2975,11.856,96.0,11.09,33.03
-0.084,1.401125,11.84,96.0,11.07,32.76
-0.05,1.2275,11.825,96.0,11.07,32.72
0.005,1.258625,11.8,96.0,11.07,32.5
-0.12,1.26125,11.797,96.0,11.06,32.46
0.135,1.271625,11.783,96.0,11.09,32.26
-0.138,1.3285,11.767,96.0,11.06,32.49
-0.013,1.08775,11.753,96.0,11.07,32.86
0.183,1.181,11.735,96.0,11.07,33.11
0.046,1.21725,11.717,96.0,11.07,33.38
-0.097,1.20425,11.7,96.0,11.06,33.87
-0.076,1.427,11.684,96.0,11.09,34.27
0.0,1.256,11.67,96.0,11.07,34.44
-0.098,1.2845,11.655,96.0,11.07,34.57
0.124,1.32075,11.641,96.0,11.07,34.74
-0.145,1.269,11.631,96.0,11.07,34.8
-0.073,1.471,11.624,96.0,11.09,35.03
0.133,1.33375,11.62,100.0,11.07,35.31
0.115,1.294875,11.617,100.0,11.09,35.55
-0.096,1.313,11.617,100.0,11.09,35.7
-0.092,1.603125,11.619,100.0,11.09,35.88
-0.003,1.21975,11.62,100.0,11.09,36.08
-0.097,1.23275,11.622,100.0,11.09,36.23
0.067,1.21725,11.625,100.0,11.09,36.44
-0.087,1.165375,11.628,100.0,11.09,36.78
-0.064,1.326,11.635,100.0,11.09,37.06
0.128,1.18875,11.638,100.0,11.09,36.89
0.138,1.300125,11.644,100.0,11.09,36.46
-0.08,1.271625,11.65,101.0,11.09,35.93
-0.077,1.266375,11.655,101.0,11.07,35.69
-0.014,1.3415,11.659,101.0,11.11,35.62
-0.03,1.258625,11.662,101.0,11.09,35.56
-0.105,1.610875,11.666,101.0,11.1,35.19
0.135,1.32075,11.668,101.0,11.09,34.71
-0.067,1.4555,11.672,101.0,11.09,34.41
0.094,1.471,11.674,101.0,11.09,34.22
0.251,1.2535,11.674,101.0,11.1,34.16
-0.035,1.21975,11.674,101.0,11.09,34.13
-0.067,1.222375,11.675,100.0,11.1,33.96
-0.019,1.380375,11.676,100.0,11.09,34.02
0.026,1.43475,11.679,100.0,11.09,33.88
-0.134,1.199125,11.68,100.0,11.09,33.58
0.159,1.496875,11.684,100.0,11.09,33.46
-0.074,1.28975,11.687,100.0,11.09,33.58
0.034,1.776625,11.692,100.0,11.09,33.45
0.26,1.452875,11.697,101.0,11.09,33.31
-0.013,1.6005,11.706,101.0,11.09,33.32
-0.078,1.31825,11.713,101.0,11.09,33.33
-0.067,1.47875,11.722,101.0,11.09,33.2
0.004,1.4295,11.731,101.0,11.09,33.11
-0.072,1.1965,11.741,101.0,11.09,33.18
0.101,1.344125,11.75,101.0,11.09,33.34
-0.1,1.266375,11.76,101.0,11.09,33.55
-0.056,1.20425,11.77,101.0,11.09,33.73
0.143,1.274125,11.782,97.0,11.09,33.42
0.171,1.201625,11.79,97.0,11.09,32.97
-0.079,1.3285,11.803,97.0,11.09,32.78
-0.072,1.8025,11.81,97.0,11.09,32.94
-0.06,1.553875,11.823,97.0,11.1,33.04
0.0,1.307875,11.833,97.0,11.09,32.9
-0.146,1.590125,11.844,97.0,11.1,32.47
0.1,1.512375,11.854,97.0,11.09,32.26
-0.101,1.42175,11.867,97.0,11.09,31.99
-0.016,1.113625,11.876,97.0,11.09,31.93
0.235,1.3285,11.887,96.0,11.09,32.39
0.002,1.408875,11.895,96.0,11.09,32.92
-0.107,1.2845,11.904,96.0,11.09,32.85
-0.08,1.250875,11.911,96.0,11.07,32.96
-0.006,1.2405,11.92,96.0,11.09,33.12
-0.089,1.05925,11.928,96.0,11.09,32.8
