ECG,EMG,foot GSR,hand GSR,marker,RESP
-0.08,1.235375,12.227,0.0,11.0,36.34
0.006,1.21725,12.236,0.0,11.0,36.48
0.192,1.212,12.234,0.0,11.01,36.49
0.05,1.193875,12.232,0.0,11.01,36.39
-0.056,1.1395,12.235,0.0,11.01,36.48
0.027,1.05925,12.261,0.0,11.01,36.28
0.006,1.173125,12.33,0.0,11.01,35.74
-0.03,1.111,12.356,0.0,11.01,35.3
0.112,1.0825,12.348,0.0,11.01,34.89
-0.038,1.157625,12.352,0.0,11.01,34.59
0.107,1.21725,12.319,0.0,11.02,34.63
0.176,1.155,12.268,0.0,11.02,34.49
-0.03,1.222375,12.238,0.0,10.99,34.08
-0.028,1.20425,12.219,0.0,11.01,33.85
0.046,1.2405,12.202,0.0,11.01,34.03
-0.098,1.2535,12.18,0.0,11.02,34.24
0.145,1.186125,12.161,0.0,11.02,34.58
-0.092,1.26125,12.149,0.0,11.02,34.67
-0.005,1.245625,12.118,0.0,11.04,35.69
0.153,1.209375,12.105,0.0,11.02,36.98
-0.014,1.16025,12.088,0.0,11.04,36.64
-0.084,1.168,12.055,0.0,11.04,36.59
0.009,1.129125,12.038,0.0,11.04,36.93
-0.107,1.10325,12.023,0.0,11.05,36.62
0.169,1.11625,12.004,0.0,11.05,36.48
-0.165,1.186125,11.992,0.0,11.05,37.02
-0.047,1.1395,11.978,0.0,11.05,37.46
0.121,1.14725,11.963,0.0,11.05,37.9
0.009,1.237875,11.952,0.0,11.05,38.27
-0.098,1.24825,11.942,0.0,11.05,38.54
-0.001,1.3285,11.932,0.0,11.05,38.5
-0.077,1.23275,11.922,0.0,11.05,38.13
0.186,1.258625,11.912,0.0,11.05,37.94
-0.153,1.201625,11.904,0.0,11.05,37.56
-0.016,1.21725,11.894,0.0,11.05,37.19
0.131,1.168,11.886,0.0,11.06,36.95
0.1,1.0385,11.883,0.0,11.05,36.73
-0.053,1.1395,11.893,0.0,11.05,36.47
0.058,1.08,11.915,0.0,11.05,36.45
0.016,1.072125,11.961,0.0,11.05,36.37
0.154,1.108375,11.984,0.0,11.06,36.04
0.029,1.206875,12.001,0.0,11.05,35.81
0.048,1.09025,11.996,0.0,11.05,35.62
0.205,1.111,11.992,0.0,11.06,35.75
0.229,1.206875,11.987,0.0,11.06,35.9
0.035,1.209375,11.983,0.0,11.06,35.67
0.1,1.186125,11.988,0.0,11.05,35.45
0.093,1.170625,11.976,0.0,11.05,35.57
-0.003,1.201625,11.957,0.0,11.05,35.72
0.253,1.17575,11.953,0.0,11.05,35.24
0.009,1.230125,11.953,0.0,11.05,34.91
0.15,1.149875,11.953,0.0,11.05,35.07
0.235,1.111,11.952,0.0,11.05,35.26
0.011,1.11875,11.953,0.0,11.05,35.23
0.013,1.199125,11.959,0.0,11.05,35.01
0.071,1.1525,11.968,0.0,11.04,35.01
-0.085,1.1265,11.981,0.0,11.04,34.82
0.19,1.142125,12.0,0.0,11.05,34.72
-0.058,1.31825,12.018,0.0,11.04,35.05
0.034,1.32075,12.046,0.0,11.04,35.53
0.174,1.258625,12.074,0.0,11.04,36.18
-0.04,1.173125,12.111,0.0,11.04,36.53
-0.067,1.279375,12.161,0.0,11.04,36.91
0.0,1.489125,12.229,0.0,11.04,37.42
-0.122,1.36225,12.334,0.0,11.04,37.84
0.155,1.3545,12.413,0.0,11.04,38.0
-0.01,0.955625,12.461,0.0,11.05,37.71
0.036,0.96075,12.511,0.0,11.05,37.5
0.162,1.124,12.559,0.0,11.04,37.42
-0.003,1.134375,12.592,0.0,11.04,37.38
-0.077,1.072125,12.636,0.0,11.04,37.61
0.036,1.16025,12.7,0.0,11.04,37.98
-0.071,1.37775,12.699,0.0,11.04,37.97
0.202,1.105875,12.698,0.0,11.04,37.52
-0.132,1.1395,12.703,0.0,11.04,37.41
-0.023,1.19125,12.72,0.0,11.04,37.3
0.162,1.2275,12.744,0.0,11.04,37.01
0.077,1.331125,12.768,0.0,11.04,37.02
-0.077,1.18875,12.782,0.0,11.04,36.97
0.023,1.1525,12.794,0.0,11.04,37.0
-0.05,1.149875,12.8,0.0,11.04,37.03
0.13,1.39325,12.808,0.0,11.04,36.93
-0.081,1.048875,12.814,0.0,11.05,36.93
-0.047,0.942625,12.823,0.0,11.04,36.89
0.115,1.372625,12.832,0.0,11.05,36.76
0.098,1.072125,12.846,0.0,11.04,36.52
-0.084,1.34925,12.857,0.0,11.04,36.31
-0.027,1.178375,12.866,0.0,11.04,36.41
-0.023,0.98675,12.878,0.0,11.04,36.35
-0.114,1.206875,12.878,0.0,11.04,36.3
0.124,1.186125,12.836,0.0,11.04,36.39
-0.08,1.59525,12.783,0.0,11.04,36.48
0.036,1.134375,12.748,0.0,11.04,36.32
0.132,1.048875,12.725,0.0,11.05,36.2
-0.088,1.50725,12.72,0.0,11.04,36.32
-0.072,1.45025,12.698,0.0,11.04,36.37
-0.022,1.40625,12.684,0.0,11.04,36.46
-0.174,1.439875,12.678,0.0,11.04,36.32
0.098,1.46325,12.677,0.0,11.04,36.26
-0.135,1.323375,12.673,0.0,11.04,36.48
-0.046,1.403625,12.668,0.0,11.04,36.97
0.1,1.1835,12.667,0.0,11.04,37.43
-0.097,1.08775,12.666,0.0,11.02,37.86
-0.132,1.271625,12.664,0.0,11.04,38.22
-0.041,1.206875,12.666,0.0,11.02,38.55
-0.186,1.2975,12.667,0.0,11.04,38.96
0.082,1.206875,12.671,0.0,11.04,39.04
-0.149,1.1395,12.672,0.0,11.04,39.15
-0.05,1.338875,12.673,0.0,11.04,39.58
0.113,1.08,12.677,0.0,11.02,39.58
-0.073,1.21725,12.679,0.0,11.04,39.5
-0.105,1.3415,12.688,0.0,11.04,39.45
-0.024,1.1265,12.705,0.0,11.04,39.31
-0.154,1.0955,12.762,0.0,11.04,39.19
0.115,1.01,12.884,0.0,11.04,38.86
-0.148,1.124,13.019,0.0,11.04,38.64
-0.04,1.136875,13.055,0.0,11.04,38.43
0.114,1.414,13.025,0.0,11.04,38.39
-0.045,1.04625,12.967,0.0,11.04,38.1
-0.133,1.245625,12.935,0.0,11.05,37.95
-0.015,1.168,12.909,0.0,11.04,38.13
-0.141,1.206875,12.893,0.0,11.05,38.08
0.13,1.559,12.879,0.0,11.04,37.71
-0.162,1.209375,12.869,0.0,11.05,37.33
-0.08,1.256,12.857,0.0,11.04,37.32
0.121,1.222375,12.841,0.0,11.04,37.29
-0.01,1.313,12.825,0.0,11.05,37.32
-0.116,1.212,12.806,0.0,11.05,37.43
0.0,1.157625,12.79,0.0,11.05,37.36
-0.107,1.129125,12.774,0.0,11.05,37.19
0.141,1.173125,12.759,0.0,11.04,36.87
-0.189,1.043625,12.741,0.0,11.05,36.85
-0.074,1.2275,12.73,0.0,11.05,36.95
0.084,1.26125,12.719,0.0,11.05,37.12
0.025,1.08,12.705,0.0,11.05,37.36
-0.121,1.266375,12.698,0.0,11.05,37.36
-0.025,1.19125,12.689,0.0,11.04,37.36
-0.118,1.346625,12.683,0.0,11.05,37.74
0.135,1.279375,12.674,0.0,11.05,38.28
-0.199,1.24825,12.672,0.0,11.05,38.54
-0.096,1.168,12.669,0.0,11.05,38.78
0.07,1.16275,12.667,0.0,11.04,39.07
0.01,1.144625,12.673,0.0,11.05,39.33
-0.145,1.209375,12.675,0.0,11.05,39.5
-0.042,1.100625,12.693,0.0,11.05,39.72
-0.121,1.170625,12.782,0.0,11.06,40.21
-0.202,1.136875,12.853,0.0,11.05,40.21
-0.18,1.105875,12.901,0.0,11.05,39.96
-0.105,1.124,12.944,0.0,11.05,39.84
0.071,1.08775,12.982,0.0,11.05,39.54
0.045,1.21725,13.009,0.0,11.05,39.68
-0.132,1.315625,13.039,0.0,11.05,39.8
-0.028,1.302625,13.043,0.0,11.05,39.77
-0.092,1.30525,13.073,0.0,11.05,39.46
0.074,1.16275,13.097,0.0,11.05,39.21
-0.112,1.1965,13.108,0.0,11.05,38.73
-0.088,1.1265,13.121,0.0,11.05,38.27
0.079,1.186125,13.134,0.0,11.05,38.24
0.061,1.2535,13.14,0.0,11.06,38.14
-0.111,1.2405,13.149,0.0,11.05,37.91
-0.046,1.113625,13.149,0.0,11.05,37.35
-0.062,1.1525,13.148,0.0,11.06,36.83
-0.129,1.3985,13.146,0.0,11.05,36.93
0.075,1.14725,13.143,0.0,11.06,36.83
-0.107,1.111,13.143,0.0,11.06,36.27
0.03,1.108375,13.133,0.0,11.05,36.17
0.089,1.310375,13.117,0.0,11.05,36.25
-0.101,1.173125,13.107,0.0,11.05,35.97
-0.064,1.13175,13.101,0.0,11.06,35.9
-0.038,1.1965,13.094,0.0,11.05,35.93
-0.169,1.105875,13.083,0.0,11.06,35.65
0.109,1.39325,13.077,0.0,11.06,35.79
-0.101,1.134375,13.063,0.0,11.06,36.04
0.0,1.09025,13.055,0.0,11.06,35.81
0.122,1.16025,13.05,0.0,11.05,35.62
-0.088,1.08775,13.04,0.0,11.05,35.85
-0.077,1.124,13.027,0.0,11.06,36.5
-0.013,1.085125,13.002,0.0,11.05,36.78
0.088,1.124,12.967,0.0,11.06,36.84
0.086,1.149875,12.92,0.0,11.06,36.91
-0.135,1.1835,12.884,0.0,11.05,37.14
-0.028,1.2275,12.859,0.0,11.06,36.81
0.122,1.230125,12.827,0.0,11.06,36.48
-0.066,1.23275,12.793,0.0,11.05,36.7
-0.087,1.209375,12.791,0.0,11.06,36.71
-0.017,1.302625,12.776,0.0,11.05,36.54
-0.164,1.19125,12.765,0.0,11.06,36.47
0.102,1.243125,12.764,0.0,11.06,36.85
-0.113,1.206875,12.766,0.0,11.06,37.54
-0.03,1.17575,12.771,0.0,11.06,38.21
0.113,1.108375,12.778,0.0,11.05,38.44
-0.076,1.0825,12.781,0.0,11.05,38.17
-0.092,1.16275,12.788,0.0,11.06,38.0
0.0,1.085125,12.794,0.0,11.06,38.17
-0.155,1.0955,12.806,0.0,11.06,37.63
0.119,1.100625,12.807,0.0,11.06,37.21
-0.127,1.16275,12.811,0.0,11.05,37.62
-0.032,1.256,12.826,0.0,11.05,38.1
0.142,1.199125,12.835,0.0,11.05,37.58
-0.043,1.121375,12.832,0.0,11.05,37.12
-0.081,1.1265,12.835,0.0,11.05,36.98
0.007,1.21975,12.843,0.0,11.05,35.93
-0.136,1.165375,12.847,0.0,11.05,35.29
0.13,1.1395,12.846,0.0,11.05,35.43
-0.108,1.168,12.842,0.0,11.05,35.79
0.0,1.05925,12.841,0.0,11.05,35.17
0.142,0.978875,12.839,0.0,11.05,34.4
-0.056,1.054,12.832,0.0,11.05,34.65
-0.06,1.13175,12.832,0.0,11.05,35.06
0.002,1.09025,12.826,0.0,11.05,34.59
-0.138,1.1835,12.825,0.0,11.04,33.92
0.127,1.105875,12.821,0.0,11.04,33.47
-0.099,1.11625,12.813,0.0,11.04,33.67
0.008,1.178375,12.805,0.0,11.04,34.09
0.15,1.20425,12.796,0.0,11.04,33.88
-0.048,1.170625,12.79,0.0,11.04,34.05
-0.079,1.225,12.793,0.0,11.04,34.36
0.009,1.08,12.795,0.0,11.02,34.6
-0.154,1.2535,12.795,0.0,11.04,34.54
0.106,1.2405,12.799,0.0,11.02,34.49
-0.124,1.222375,12.796,0.0,11.02,34.33
-0.037,1.11625,12.79,0.0,11.02,34.68
0.118,1.136875,12.789,0.0,11.04,35.44
-0.083,1.0825,12.793,0.0,11.04,35.65
-0.112,1.315625,12.785,0.0,11.04,35.56
-0.031,1.16025,12.776,0.0,11.04,35.87
-0.175,1.092875,12.779,0.0,11.02,36.38
0.085,1.199125,12.773,0.0,11.02,36.73
-0.149,1.206875,12.784,0.0,11.02,36.61
-0.063,1.17575,12.799,0.0,11.02,36.94
0.09,1.39075,12.802,0.0,11.04,37.76
-0.096,1.357,12.806,0.0,11.04,38.45
-0.117,1.054,12.806,0.0,11.02,38.52
-0.049,1.05925,12.808,0.0,11.04,38.58
-0.186,1.168,12.817,0.0,11.04,39.14
0.109,1.054,12.818,0.0,11.04,39.34
-0.142,1.035875,12.812,0.0,11.04,39.17
-0.019,0.984125,12.805,0.0,11.04,39.47
0.122,0.999625,12.813,0.0,11.05,39.39
-0.075,1.307875,12.807,0.0,11.05,38.51
-0.093,1.26375,12.801,0.0,11.05,37.91
-0.003,0.984125,12.808,0.0,11.05,37.92
-0.153,1.17575,12.816,0.0,11.05,37.8
0.138,1.225,12.813,0.0,11.05,37.21
-0.087,1.33375,12.81,0.0,11.05,36.89
0.025,1.269,12.814,0.0,11.05,36.82
0.173,1.1525,12.82,0.0,11.05,36.54
-0.045,1.181,12.811,0.0,11.04,36.25
-0.053,1.21725,12.795,0.0,11.05,36.35
-0.003,1.14725,12.785,0.0,11.05,36.5
-0.127,1.201625,12.771,0.0,11.05,35.86
0.135,1.230125,12.753,0.0,11.05,35.26
-0.1,1.033375,12.734,0.0,11.05,35.42
-0.012,1.168,12.721,0.0,11.05,36.02
0.147,1.18875,12.714,0.0,11.05,36.18
-0.049,1.157625,12.732,0.0,11.05,35.59
-0.081,1.129125,12.784,0.0,11.05,35.15
0.02,1.035875,12.835,0.0,11.05,35.27
-0.113,1.14725,12.844,0.0,11.04,34.97
0.137,1.237875,12.828,0.0,11.04,34.39
-0.126,1.258625,12.795,0.0,11.05,34.07
-0.027,1.212,12.769,0.0,11.04,34.08
0.146,1.201625,12.736,0.0,11.05,33.93
0.001,1.124,12.715,0.0,11.05,33.87
-0.087,1.245625,12.7,0.0,11.05,34.34
0.012,1.2535,12.692,0.0,11.04,34.91
-0.101,1.509875,12.694,0.0,11.04,34.83
0.186,1.121375,12.694,0.0,11.05,35.03
-0.162,1.124,12.697,0.0,11.04,35.59
-0.03,1.11875,12.707,0.0,11.02,35.75
0.14,1.235375,12.719,0.0,11.01,35.83
0.035,1.170625,12.729,0.0,11.01,36.31
-0.103,1.121375,12.744,0.0,11.01,36.59
0.02,1.258625,12.756,0.0,11.02,36.59
-0.095,1.346625,12.761,0.0,11.01,36.98
0.2,1.121375,12.775,0.0,11.01,37.31
-0.166,1.212,12.791,0.0,11.02,37.38
-0.04,1.2275,12.811,0.0,11.02,37.16
0.14,1.085125,12.827,0.0,11.02,37.17
0.034,1.16025,12.847,0.0,11.01,37.47
-0.077,1.08,12.876,0.0,11.01,37.26
0.026,1.21975,12.892,0.0,11.01,37.47
-0.084,1.346625,12.908,0.0,11.01,37.73
0.192,1.199125,12.925,0.0,11.01,37.17
-0.153,1.23275,12.942,0.0,11.0,36.86
-0.041,1.16275,12.964,0.0,11.0,36.83
0.155,1.124,12.988,0.0,11.01,36.68
0.032,1.05925,13.005,0.0,11.0,36.31
-0.085,1.111,13.029,0.0,11.01,35.97
0.018,1.279375,13.041,0.0,11.0,36.27
-0.082,1.13175,13.053,0.0,11.01,36.46
0.185,1.33375,13.077,0.0,11.01,35.7
-0.172,1.056625,13.083,0.0,11.01,35.2
-0.041,1.098125,13.101,0.0,11.01,35.48
0.147,1.168,13.134,0.0,11.02,35.58
0.038,1.149875,13.141,0.0,11.01,35.43
-0.101,1.1265,13.148,0.0,11.02,35.77
-0.001,1.256,13.169,0.0,11.02,35.99
-0.086,1.0955,13.174,0.0,11.02,35.9
0.168,1.0515,13.184,0.0,11.02,36.02
-0.178,1.06175,13.197,0.0,11.04,36.77
-0.076,1.173125,13.203,0.0,11.04,37.19
0.105,1.230125,13.203,0.0,11.04,36.76
-0.069,1.214625,13.207,0.0,11.04,37.15
-0.119,1.20425,13.217,0.0,11.04,37.99
-0.062,1.142125,13.229,0.0,11.04,38.36
-0.141,1.24825,13.249,0.0,11.05,38.44
0.118,1.181,13.278,0.0,11.05,39.2
-0.252,1.282,13.341,0.0,11.04,40.88
-0.104,1.136875,13.341,0.0,11.04,40.97
0.067,1.18875,13.345,0.0,11.04,41.7
-0.031,1.212,13.349,0.0,11.04,43.78
-0.169,1.134375,13.347,0.0,11.04,44.7
-0.062,1.10325,13.35,0.0,11.04,44.33
-0.207,0.9815,13.362,0.0,11.02,44.53
0.078,1.09025,13.375,0.0,11.02,45.15
-0.233,1.26375,13.392,0.0,11.02,46.85
-0.092,1.06175,13.404,0.0,11.02,48.91
0.082,1.121375,13.432,0.0,11.04,50.6
-0.119,1.26125,13.457,0.0,11.04,51.54
-0.151,1.21725,13.497,0.0,11.05,51.67
-0.038,1.346625,13.517,0.0,11.05,50.59
-0.191,1.245625,13.537,0.0,11.05,47.74
0.195,1.181,13.552,0.0,11.05,46.28
-0.133,1.142125,13.569,0.0,11.05,44.95
0.01,1.054,13.564,0.0,11.05,44.04
0.174,1.14725,13.543,0.0,11.05,43.45
-0.088,1.173125,13.542,0.0,11.05,43.21
-0.064,1.098125,13.549,0.0,11.05,42.72
-0.036,1.105875,13.553,0.0,11.05,42.11
-0.114,1.105875,13.56,0.0,11.05,41.48
0.204,1.134375,13.57,0.0,11.04,41.24
-0.079,1.21725,13.577,0.0,11.04,41.14
0.095,1.0825,13.588,0.0,11.02,41.19
0.155,1.209375,13.596,0.0,11.04,41.11
-0.08,1.16025,13.597,0.0,11.05,40.98
-0.007,1.2845,13.599,0.0,11.05,40.5
-0.006,1.214625,13.605,0.0,11.05,39.66
-0.053,1.186125,13.619,0.0,11.05,39.29
0.142,1.069625,13.629,0.0,11.04,39.03
-0.047,1.165375,13.636,0.0,11.05,38.4
0.108,1.214625,13.638,0.0,11.05,37.75
0.138,1.230125,13.638,0.0,11.04,37.68
-0.058,1.136875,13.641,0.0,11.04,38.12
0.016,1.113625,13.652,0.0,11.04,38.19
0.002,1.1395,13.665,0.0,11.05,37.7
-0.052,1.136875,13.67,0.0,11.05,37.21
0.158,1.134375,13.677,0.0,11.05,36.9
-0.033,1.165375,13.689,0.0,11.05,36.87
0.119,1.072125,13.701,0.0,11.05,36.92
0.163,1.237875,13.708,0.0,11.05,36.88
-0.05,1.274125,13.717,0.0,11.05,36.62
0.007,1.1965,13.723,0.0,11.04,35.94
0.005,1.134375,13.733,0.0,11.05,35.46
-0.083,1.225,13.748,0.0,11.05,35.13
0.164,1.222375,13.762,0.0,11.05,34.85
-0.042,1.07475,13.775,0.0,11.05,34.63
0.101,1.077375,13.789,0.0,11.05,34.43
0.156,1.168,13.804,0.0,11.05,34.29
-0.05,1.108375,13.818,0.0,11.05,34.16
-0.002,1.108375,13.831,0.0,11.05,33.95
0.014,1.07475,13.839,0.0,11.05,33.88
-0.107,1.149875,13.845,0.0,11.04,33.9
0.174,1.043625,13.85,0.0,11.05,33.76
-0.043,1.16025,13.856,0.0,11.05,33.62
0.094,1.199125,13.867,0.0,11.05,33.59
0.172,1.250875,13.88,0.0,11.04,33.61
-0.039,1.26375,13.886,0.0,11.05,33.63
0.0,1.21975,13.893,0.0,11.05,33.59
0.011,1.294875,13.9,0.0,11.05,33.49
-0.102,1.170625,13.908,0.0,11.05,33.38
0.167,1.108375,13.917,0.0,11.05,33.26
-0.047,1.201625,13.922,0.0,11.05,33.26
0.091,1.134375,13.927,0.0,11.05,33.35
0.16,1.111,13.935,0.0,11.05,33.42
-0.053,1.07475,13.943,0.0,11.05,33.44
-0.006,1.07475,13.952,0.0,11.05,33.47
-0.007,1.144625,13.96,0.0,11.05,33.6
-0.087,1.1835,13.967,0.0,11.05,33.73
0.11,1.186125,13.972,0.0,11.05,33.79
-0.066,1.1965,13.977,0.0,11.05,33.94
0.073,1.230125,13.979,0.0,11.05,34.21
0.119,1.307875,13.983,0.0,11.05,34.47
-0.095,1.21975,13.986,0.0,11.05,34.74
-0.018,1.2535,13.987,0.0,11.05,34.98
-0.079,1.23275,13.984,0.0,11.05,35.13
0.096,1.1835,13.981,0.0,11.05,35.31
-0.115,1.237875,13.978,0.0,11.05,35.55
-0.065,1.186125,13.973,0.0,11.05,35.86
0.099,1.181,13.963,0.0,11.05,35.98
0.052,1.214625,13.948,0.0,11.05,35.83
-0.106,1.206875,13.937,0.0,11.05,35.64
-0.013,1.11875,13.923,0.0,11.05,35.48
-0.101,1.155,13.907,0.0,11.05,35.16
0.165,1.168,13.892,0.0,11.05,34.88
-0.198,1.225,13.875,0.0,11.05,34.85
-0.072,1.13175,13.857,0.0,11.05,35.1
0.124,1.186125,13.837,0.0,11.05,35.65
-0.01,1.26375,13.82,0.0,11.05,36.33
-0.085,1.282,13.804,0.0,11.05,36.61
0.008,1.460625,13.775,0.0,11.04,36.75
-0.113,1.199125,13.742,0.0,11.04,37.1
0.17,1.181,13.729,0.0,11.04,37.26
-0.07,1.168,13.811,0.0,11.05,37.28
0.009,1.11625,13.912,0.0,11.05,37.86
0.186,1.346625,13.993,0.0,11.05,38.46
-0.009,1.193875,13.957,0.0,11.05,38.53
-0.055,1.20425,13.808,0.0,11.05,38.65
-0.005,1.149875,13.718,0.0,11.05,39.05
-0.167,1.26125,13.686,0.0,11.05,39.58
0.082,1.07475,13.674,0.0,11.05,40.06
-0.126,1.134375,13.659,0.0,11.05,40.84
-0.005,1.476125,13.651,0.0,11.05,42.0
0.145,1.237875,13.642,0.0,11.05,43.15
-0.056,1.26375,13.644,0.0,11.05,42.84
-0.027,1.230125,13.651,0.0,11.05,42.06
0.006,1.09025,13.657,0.0,11.05,40.84
-0.112,1.2535,13.659,0.0,11.05,40.12
0.185,1.1965,13.643,0.0,11.05,39.98
-0.035,1.067,13.63,0.0,11.06,39.58
0.074,1.0385,13.624,0.0,11.06,39.16
0.167,1.124,13.619,0.0,11.06,38.41
-0.037,1.0955,13.61,0.0,11.07,37.79
-0.048,1.16275,13.595,0.0,11.07,36.97
-0.015,1.149875,13.576,0.0,11.07,36.89
-0.056,1.072125,13.562,0.0,11.07,37.61
0.104,1.50725,13.544,0.0,11.07,38.79
-0.033,2.05625,13.527,0.0,11.07,38.58
0.118,1.585,13.508,0.0,11.07,37.69
0.134,1.577125,13.491,0.0,11.07,36.5
-0.06,2.413625,13.474,0.0,11.07,35.92
0.007,2.794375,13.457,0.0,11.07,35.27
-0.063,3.939,13.448,0.0,11.07,34.65
0.098,2.374875,13.442,0.0,11.07,34.57
-0.187,-3.867125,13.437,0.0,11.09,34.81
-0.149,4.00125,13.432,0.0,11.09,35.4
-0.004,3.64125,13.426,0.0,11.09,36.12
-0.072,-3.926625,13.431,0.0,11.09,36.44
-0.231,3.48325,13.438,0.0,11.09,36.8
-0.146,3.343375,13.448,0.0,11.07,36.92
-0.277,3.415875,13.462,0.0,11.09,36.92
-0.02,-3.162625,13.469,0.0,11.09,37.49
-0.352,4.047875,13.472,0.0,11.09,38.1
-0.243,-3.991375,13.48,0.0,11.07,38.72
-0.101,3.690375,13.487,0.0,11.07,39.1
-0.299,3.926125,13.493,0.0,11.07,39.07
-0.405,-2.989125,13.497,0.0,11.09,39.0
-0.33,-3.263625,13.502,0.0,11.07,39.06
-0.486,-3.970625,13.506,0.0,11.09,38.93
-0.237,2.771125,13.505,0.0,11.09,38.86
-0.508,3.009375,13.506,0.0,11.09,38.94
-0.436,3.39,13.51,0.0,11.09,39.7
-0.332,3.076625,13.507,0.0,11.1,39.57
-0.578,3.85875,13.503,0.0,11.09,39.8
-0.574,3.78625,13.497,0.0,11.21,40.21
-0.578,3.62825,13.492,0.0,11.06,40.41
-0.523,3.447,13.49,0.0,11.38,40.25
-0.539,-3.52,13.482,0.0,11.13,40.11
-0.621,-3.905875,13.477,0.0,10.98,40.49
-0.447,2.784,13.475,0.0,11.29,40.65
-0.468,2.76075,13.47,0.0,11.04,40.63
-0.626,3.133625,13.467,0.0,11.07,40.32
-0.511,2.999,13.465,0.0,10.93,40.14
-0.575,-3.890375,13.465,0.0,10.91,39.61
-0.227,3.92875,13.472,0.0,11.16,39.72
-0.645,2.8125,13.476,0.0,11.05,39.65
-0.477,2.123625,13.49,0.0,11.02,39.49
-0.259,2.58975,13.501,0.0,12.05,39.6
-0.366,2.64675,13.517,0.0,14.05,40.22
-0.46,1.965625,13.541,0.0,13.69,39.87
-0.316,2.784,13.557,0.0,15.86,38.87
-0.407,3.996,13.573,0.0,18.61,38.85
-0.079,2.232375,13.592,0.0,22.11,39.85
-0.406,2.677875,13.613,0.0,26.49,39.87
-0.259,2.556125,13.626,0.0,32.72,39.37
-0.052,3.017125,13.64,0.0,33.46,39.42
-0.215,-4.0535,13.66,0.0,30.52,39.41
-0.283,2.6985,13.68,0.0,29.15,39.19
-0.139,2.765875,13.696,0.0,32.91,39.61
-0.236,2.6545,13.715,0.0,38.56,39.81
0.098,2.102875,13.728,0.0,40.15,39.33
-0.24,2.931625,13.731,0.0,38.9,38.71
-0.092,3.087,13.735,0.0,35.2,39.03
0.123,2.942,13.735,0.0,21.51,39.17
-0.024,2.93675,13.731,0.0,15.29,38.9
-0.107,3.449625,13.727,0.0,12.84,38.98
0.023,3.537625,13.721,0.0,11.94,39.42
-0.051,2.9575,13.713,0.0,11.73,39.55
0.267,3.428875,13.708,0.0,11.73,39.41
-0.126,3.040375,13.703,0.0,11.57,39.15
0.021,3.364125,13.696,0.0,11.62,38.74
0.214,-3.77125,13.691,0.0,11.6,38.39
0.138,3.36675,13.685,0.0,11.53,38.44
-0.008,1.976,13.674,0.0,11.5,38.66
0.077,2.47325,13.66,0.0,11.5,39.04
0.09,2.009625,13.649,0.0,11.48,38.84
0.046,2.247875,13.637,0.0,11.48,38.65
0.267,3.91575,13.629,0.0,11.46,38.59
0.073,3.545375,13.617,0.0,11.45,38.56
0.244,3.1595,13.601,0.0,11.45,38.27
0.305,-4.004375,13.587,0.0,11.45,38.25
0.084,2.872125,13.571,0.0,11.44,38.49
0.091,1.566875,13.554,0.0,11.43,38.44
0.206,1.590125,13.539,0.0,11.43,38.41
0.093,1.683375,13.518,0.0,11.43,38.51
0.424,1.75075,13.495,0.0,11.42,38.45
0.109,1.626375,13.47,0.0,11.4,38.42
0.249,1.5875,13.446,0.0,11.39,38.61
0.471,1.989,13.427,0.0,11.38,38.92
0.29,2.592375,13.417,0.0,11.38,38.72
0.183,1.841375,13.391,0.0,11.38,38.67
0.214,1.54875,13.36,0.0,11.38,38.32
0.26,2.172875,13.34,0.0,11.38,37.7
0.103,1.124,13.327,0.0,11.38,36.97
0.353,1.5565,13.317,0.0,11.35,37.1
0.12,1.181,13.312,0.0,11.35,37.31
0.201,2.04075,13.316,0.0,11.35,37.52
0.396,1.173125,13.327,0.0,11.34,37.65
0.17,1.1525,13.34,0.0,11.34,37.71
0.117,1.21975,13.357,0.0,11.34,37.79
0.192,1.344125,13.37,0.0,11.34,38.52
0.217,1.313,13.383,0.0,11.34,38.7
0.265,1.1265,13.4,0.0,11.33,38.01
0.268,1.129125,13.411,0.0,11.33,37.18
0.128,1.206875,13.422,0.0,11.33,36.8
0.27,1.214625,13.432,0.0,11.33,36.37
0.415,1.14725,13.44,0.0,11.33,36.4
0.144,1.157625,13.46,0.0,11.32,35.63
0.112,1.092875,13.46,0.0,11.31,35.61
0.15,1.199125,13.47,0.0,11.31,35.4
0.156,1.1835,13.476,0.0,11.31,35.24
0.031,1.16275,13.48,0.0,11.31,34.91
0.276,1.199125,13.484,0.0,11.31,35.07
0.077,1.173125,13.487,0.0,11.29,35.31
0.195,1.250875,13.489,0.0,11.28,35.1
0.353,1.271625,13.485,0.0,11.29,34.92
0.104,1.28975,13.481,0.0,11.29,35.37
0.08,1.193875,13.479,0.0,11.31,35.94
0.176,1.2275,13.476,0.0,11.29,36.0
0.074,1.134375,13.476,0.0,11.31,35.3
0.384,1.2275,13.471,0.0,11.29,34.68
0.0,1.136875,13.463,0.0,11.28,34.7
0.133,1.121375,13.453,0.0,11.28,35.49
0.323,1.08775,13.445,0.0,11.27,36.36
0.231,1.173125,13.432,0.0,11.28,36.47
0.085,1.23275,13.417,0.0,11.27,36.12
0.115,1.16275,13.403,0.0,11.27,36.54
0.194,1.098125,13.385,0.0,11.28,36.24
0.037,1.178375,13.363,0.0,11.27,35.24
