ECG,foot GSR,hand GSR,HR,marker,RESP
0.054,17.592,11.812,85.0,14.66,30.04
-0.055,17.601,11.783,85.0,14.66,29.98
0.155,17.61,11.755,85.0,14.66,30.19
-0.05,17.624,11.732,85.0,14.68,30.09
-0.005,17.634,11.706,85.0,14.66,30.15
0.07,17.646,11.679,85.0,14.66,29.84
0.13,17.656,11.639,85.0,14.66,30.19
0.002,17.663,11.595,85.0,14.68,30.5
-0.035,17.67,11.558,76.0,14.66,30.16
-0.036,17.676,11.521,76.0,14.65,30.01
-0.064,17.682,11.485,76.0,14.66,30.33
-0.066,17.686,11.446,76.0,14.66,30.28
-0.056,17.69,11.415,76.0,14.66,30.38
0.018,17.69,11.387,76.0,14.66,30.55
-0.08,17.694,11.36,76.0,14.66,31.09
0.149,17.7,11.329,76.0,14.66,31.68
-0.066,17.699,11.298,76.0,14.66,31.99
-0.03,17.698,11.263,76.0,14.65,32.57
0.042,17.697,11.229,71.0,14.66,33.03
0.096,17.7,11.195,71.0,14.66,33.47
-0.003,17.697,11.164,71.0,14.65,33.73
-0.045,17.693,11.132,71.0,14.65,33.92
-0.045,17.688,11.103,71.0,14.66,34.26
-0.071,17.686,11.073,71.0,14.66,34.17
-0.085,17.682,11.045,71.0,14.65,34.09
0.009,17.676,11.014,71.0,14.66,33.77
-0.086,17.671,10.979,71.0,14.66,33.78
0.107,17.666,10.948,71.0,14.65,33.55
-0.094,17.658,10.917,71.0,14.65,33.2
-0.069,17.652,10.885,71.0,14.66,32.71
0.002,17.642,10.856,71.0,14.65,32.34
0.093,17.634,10.83,75.0,14.65,32.08
0.002,17.626,10.801,75.0,14.65,31.86
-0.074,17.617,10.774,75.0,14.65,31.67
-0.062,17.61,10.748,75.0,14.65,31.48
-0.074,17.6,10.723,75.0,14.66,31.35
-0.085,17.589,10.695,75.0,14.66,31.01
-0.086,17.581,10.671,75.0,14.65,30.96
-0.065,17.57,10.643,75.0,14.66,30.73
-0.004,17.557,10.618,75.0,14.65,30.81
-0.101,17.543,10.597,75.0,14.65,30.73
0.119,17.528,10.58,75.0,14.66,30.71
-0.068,17.513,10.564,75.0,14.65,30.66
-0.031,17.502,10.549,75.0,14.65,30.6
0.058,17.487,10.536,68.0,14.65,30.75
0.109,17.472,10.525,68.0,14.65,30.66
-0.041,17.46,10.519,68.0,14.65,30.63
-0.069,17.447,10.515,68.0,14.65,30.69
-0.057,17.435,10.515,68.0,14.66,30.86
-0.077,17.422,10.516,68.0,14.65,30.84
-0.087,17.406,10.516,68.0,14.65,30.67
-0.076,17.39,10.521,68.0,14.65,30.62
-0.009,17.378,10.527,68.0,14.65,30.43
-0.11,17.365,10.537,68.0,14.65,30.42
0.124,17.354,10.547,68.0,14.65,30.43
-0.081,17.346,10.56,68.0,14.65,30.6
-0.04,17.338,10.572,68.0,14.66,31.03
0.053,17.33,10.582,71.0,14.65,31.45
0.118,17.325,10.592,71.0,14.65,31.68
-0.031,17.32,10.598,71.0,14.66,32.25
-0.066,17.315,10.604,71.0,14.66,32.65
-0.06,17.31,10.61,71.0,14.66,32.96
-0.071,17.305,10.614,71.0,14.66,33.25
-0.051,17.303,10.617,71.0,14.65,33.52
-0.016,17.301,10.621,71.0,14.66,33.83
-0.091,17.302,10.622,71.0,14.65,34.08
0.124,17.303,10.618,71.0,14.65,34.33
-0.068,17.302,10.617,71.0,14.65,34.38
-0.019,17.302,10.616,71.0,14.65,34.36
0.077,17.303,10.612,78.0,14.65,34.19
0.1,17.302,10.608,78.0,14.65,34.1
-0.032,17.302,10.606,78.0,14.65,33.94
-0.034,17.304,10.6,78.0,14.65,33.93
-0.034,17.301,10.594,78.0,14.65,33.87
-0.051,17.298,10.587,78.0,14.65,33.52
-0.044,17.302,10.577,78.0,14.65,33.16
0.022,17.302,10.567,78.0,14.65,32.94
-0.085,17.298,10.556,78.0,14.65,32.72
0.146,17.296,10.546,78.0,14.65,32.53
-0.057,17.292,10.536,78.0,14.65,32.35
-0.02,17.288,10.524,78.0,14.65,32.01
0.077,17.283,10.511,76.0,14.65,31.78
0.14,17.281,10.497,76.0,14.65,31.59
-0.006,17.277,10.484,76.0,14.65,31.42
-0.034,17.277,10.473,76.0,14.65,31.19
-0.028,17.276,10.463,76.0,14.65,31.2
-0.042,17.273,10.453,76.0,14.65,30.85
-0.033,17.268,10.439,76.0,14.65,30.68
0.042,17.261,10.427,76.0,14.65,30.46
-0.062,17.257,10.413,76.0,14.65,30.43
0.163,17.251,10.4,76.0,14.65,30.39
-0.04,17.242,10.387,76.0,14.65,30.29
-0.011,17.237,10.37,76.0,14.65,30.27
0.083,17.233,10.355,76.0,14.65,30.32
0.167,17.229,10.341,76.0,14.65,30.28
0.03,17.227,10.328,76.0,14.65,30.22
-0.016,17.22,10.313,76.0,14.65,30.29
-0.01,17.21,10.303,76.0,14.65,30.21
-0.028,17.2,10.29,76.0,14.65,30.02
-0.031,17.191,10.27,76.0,14.65,29.9
0.044,17.181,10.255,76.0,14.65,30.03
-0.052,17.172,10.24,76.0,14.65,30.38
0.177,17.165,10.227,76.0,14.65,30.57
-0.038,17.159,10.213,76.0,14.65,30.74
-0.004,17.153,10.198,76.0,14.65,31.07
0.079,17.146,10.183,76.0,14.65,31.4
0.162,17.137,10.169,76.0,14.65,31.73
0.04,17.127,10.156,76.0,14.65,32.1
-0.007,17.119,10.144,76.0,14.65,32.25
-0.002,17.11,10.132,76.0,14.65,32.65
-0.022,17.1,10.12,76.0,14.65,32.72
0.057,17.094,10.11,76.0,14.65,32.88
-0.032,17.083,10.097,76.0,14.65,33.02
0.153,17.075,10.087,76.0,14.65,33.05
-0.018,17.064,10.077,76.0,14.65,32.86
-0.014,17.055,10.065,76.0,14.65,32.6
0.051,17.047,10.055,76.0,14.65,32.57
0.145,17.036,10.045,76.0,14.65,32.19
0.06,17.026,10.033,76.0,14.64,32.3
-0.026,17.017,10.023,76.0,14.65,31.99
-0.007,17.011,10.013,82.0,14.65,32.07
-0.026,17.002,10.004,82.0,14.65,31.75
-0.04,16.992,9.994,82.0,14.65,31.46
0.05,16.981,9.985,82.0,14.65,31.31
-0.043,16.971,9.976,82.0,14.65,31.11
0.16,16.965,9.967,82.0,14.64,30.91
-0.048,16.955,9.958,82.0,14.65,30.9
-0.019,16.946,9.951,82.0,14.66,30.72
0.055,16.934,9.942,82.0,14.65,30.65
0.158,16.924,9.935,82.0,14.65,30.58
0.065,16.913,9.93,82.0,14.65,30.61
-0.022,16.9,9.921,82.0,14.65,30.38
-0.008,16.888,9.915,78.0,14.65,30.49
-0.017,16.876,9.911,78.0,14.65,30.37
-0.023,16.866,9.91,78.0,14.65,30.34
0.044,16.857,9.909,78.0,14.65,30.07
-0.068,16.847,9.911,78.0,14.65,30.09
0.162,16.837,9.917,78.0,14.65,30.01
-0.046,16.827,9.926,78.0,14.65,30.14
-0.005,16.814,9.935,78.0,14.65,30.21
0.084,16.802,9.943,79.0,14.65,30.2
0.153,16.793,9.952,79.0,14.64,30.23
0.013,16.782,9.958,79.0,14.65,30.23
-0.025,16.774,9.968,79.0,14.64,30.25
-0.027,16.766,9.978,79.0,14.64,30.25
-0.051,16.76,9.988,79.0,14.64,30.34
-0.06,16.75,9.998,79.0,14.64,30.29
0.01,16.743,10.005,79.0,14.64,30.12
-0.055,16.74,10.012,79.0,14.64,30.54
0.099,16.74,10.017,79.0,14.65,30.74
-0.03,16.738,10.021,79.0,14.65,30.98
-0.05,16.738,10.023,79.0,14.64,31.23
0.008,16.738,10.027,79.0,14.65,31.57
0.113,16.74,10.028,75.0,14.65,31.81
0.056,16.74,10.028,75.0,14.65,32.05
-0.044,16.74,10.031,75.0,14.65,32.46
-0.032,16.74,10.032,75.0,14.65,32.77
-0.046,16.74,10.034,75.0,14.64,32.77
-0.044,16.741,10.036,75.0,14.64,32.69
0.025,16.741,10.036,75.0,14.65,32.56
-0.084,16.74,10.036,75.0,14.65,32.27
0.141,16.743,10.037,75.0,14.64,31.95
-0.063,16.747,10.037,75.0,14.64,31.63
-0.02,16.75,10.032,75.0,14.65,31.41
0.066,16.751,10.027,80.0,14.65,31.17
0.128,16.748,10.022,80.0,14.64,31.0
-0.007,16.746,10.017,80.0,14.64,30.82
-0.032,16.744,10.01,80.0,14.65,30.59
-0.024,16.743,10.002,80.0,14.64,30.6
-0.042,16.74,9.995,80.0,14.64,30.52
-0.051,16.739,9.988,80.0,14.64,30.31
0.008,16.736,9.98,80.0,14.64,29.92
-0.012,16.735,9.972,80.0,14.64,29.69
0.004,16.731,9.966,80.0,14.64,29.96
0.089,16.727,9.96,80.0,14.64,30.06
-0.036,16.724,9.951,80.0,14.64,30.11
0.021,16.721,9.942,80.0,14.64,30.13
0.137,16.716,9.935,74.0,14.64,30.26
0.113,16.71,9.927,74.0,14.64,30.31
-0.021,16.704,9.921,74.0,14.64,30.28
-0.014,16.7,9.913,74.0,14.64,30.2
-0.019,16.696,9.907,74.0,14.64,30.1
-0.033,16.689,9.901,74.0,14.64,29.99
-0.045,16.686,9.893,74.0,14.64,29.98
-0.007,16.684,9.886,74.0,14.64,30.04
0.009,16.678,9.878,74.0,14.64,30.05
-0.038,16.673,9.869,74.0,14.64,30.01
0.135,16.664,9.859,74.0,14.64,30.14
-0.037,16.659,9.849,74.0,14.64,30.29
0.01,16.653,9.84,74.0,14.64,30.12
0.114,16.645,9.835,70.0,14.64,30.2
0.141,16.64,9.83,70.0,14.64,30.13
-0.01,16.636,9.825,70.0,14.64,30.14
-0.026,16.633,9.816,70.0,14.63,30.11
-0.033,16.629,9.808,70.0,14.64,30.35
-0.054,16.619,9.793,70.0,14.64,30.54
-0.049,16.616,9.786,70.0,14.64,30.9
0.012,16.612,9.783,70.0,14.64,31.52
0.156,16.604,9.776,70.0,14.64,31.73
0.173,16.598,9.767,70.0,14.64,31.82
-0.048,16.591,9.761,70.0,14.64,31.81
-0.016,16.586,9.753,81.0,14.64,31.9
0.067,16.581,9.746,81.0,14.63,32.01
0.142,16.573,9.741,81.0,14.64,32.52
0.009,16.566,9.732,81.0,14.64,32.51
-0.034,16.561,9.726,81.0,14.64,32.5
-0.029,16.552,9.718,81.0,14.64,32.25
-0.052,16.546,9.714,81.0,14.64,32.0
-0.057,16.541,9.71,81.0,14.64,31.75
0.025,16.535,9.702,81.0,14.64,31.44
-0.061,16.525,9.696,81.0,14.64,31.12
0.109,16.518,9.691,81.0,14.64,31.02
-0.054,16.51,9.685,81.0,14.64,30.74
-0.044,16.501,9.679,81.0,14.64,30.56
0.023,16.498,9.672,81.0,14.64,30.56
0.132,16.49,9.666,69.0,14.64,30.72
0.053,16.484,9.659,69.0,14.64,30.45
-0.057,16.478,9.654,69.0,14.64,30.38
-0.044,16.47,9.649,69.0,14.64,30.48
-0.045,16.464,9.644,69.0,14.63,30.51
-0.058,16.459,9.641,69.0,14.64,30.19
0.005,16.452,9.636,69.0,14.64,30.26
-0.046,16.443,9.631,69.0,14.64,30.28
0.068,16.435,9.627,69.0,14.64,30.2
0.008,16.429,9.622,69.0,14.64,30.24
-0.044,16.424,9.617,69.0,14.63,30.45
0.023,16.419,9.612,69.0,14.64,30.34
0.132,16.411,9.609,77.0,14.64,30.28
0.089,16.404,9.608,77.0,14.64,30.39
-0.023,16.398,9.608,77.0,14.63,30.48
-0.024,16.392,9.612,77.0,14.63,30.36
-0.039,16.388,9.617,77.0,14.64,30.27
-0.04,16.382,9.621,77.0,14.64,30.22
0.028,16.374,9.622,77.0,14.63,30.07
-0.084,16.368,9.626,77.0,14.63,30.23
0.149,16.361,9.626,77.0,14.64,30.5
-0.064,16.351,9.626,77.0,14.64,30.35
-0.036,16.346,9.626,77.0,14.64,30.53
0.044,16.343,9.628,79.0,14.63,30.73
0.134,16.336,9.626,79.0,14.64,30.73
0.0,16.33,9.624,79.0,14.64,30.92
-0.045,16.324,9.623,79.0,14.63,31.33
-0.038,16.316,9.623,79.0,14.63,31.67
-0.045,16.309,9.624,79.0,14.63,31.73
0.024,16.305,9.624,79.0,14.64,31.79
-0.083,16.301,9.623,79.0,14.63,32.25
0.152,16.297,9.623,79.0,14.63,32.42
-0.078,16.294,9.622,79.0,14.63,32.71
-0.04,16.288,9.621,79.0,14.63,33.09
0.037,16.282,9.621,85.0,14.63,33.18
0.106,16.28,9.618,85.0,14.63,33.36
-0.01,16.275,9.616,85.0,14.63,33.27
-0.049,16.271,9.612,85.0,14.63,33.12
-0.052,16.266,9.608,85.0,14.63,32.89
-0.076,16.263,9.606,85.0,14.63,32.69
-0.029,16.264,9.602,85.0,14.63,32.37
-0.045,16.263,9.601,85.0,14.63,32.23
-0.043,16.26,9.598,85.0,14.63,32.18
0.061,16.256,9.597,85.0,14.63,31.96
-0.074,16.25,9.593,85.0,14.64,31.78
-0.02,16.249,9.585,85.0,14.63,31.46
0.085,16.246,9.582,80.0,14.63,31.16
0.059,16.245,9.576,80.0,14.63,30.96
-0.066,16.244,9.572,80.0,14.63,30.76
-0.054,16.241,9.569,80.0,14.63,30.68
-0.057,16.237,9.564,80.0,14.63,30.61
-0.07,16.234,9.562,80.0,14.64,30.46
0.007,16.229,9.559,80.0,14.63,30.29
-0.066,16.223,9.558,80.0,14.63,30.17
0.088,16.219,9.558,80.0,14.63,30.21
-0.029,16.216,9.562,80.0,14.63,30.27
-0.05,16.212,9.567,80.0,14.63,30.14
0.024,16.209,9.573,80.0,14.63,30.07
0.135,16.203,9.582,79.0,14.63,30.03
0.06,16.197,9.593,79.0,14.63,29.86
-0.044,16.192,9.605,79.0,14.63,29.84
-0.032,16.188,9.619,79.0,14.63,29.73
-0.045,16.183,9.632,79.0,14.63,29.72
-0.069,16.179,9.648,79.0,14.63,29.67
-0.053,16.176,9.663,79.0,14.63,29.87
-0.001,16.173,9.679,79.0,14.63,29.91
-0.099,16.167,9.696,79.0,14.63,30.19
0.136,16.165,9.709,79.0,14.63,30.5
-0.07,16.161,9.722,79.0,14.63,30.78
-0.037,16.157,9.734,79.0,14.63,31.02
0.054,16.157,9.746,74.0,14.63,31.41
0.101,16.155,9.758,74.0,14.63,31.56
-0.037,16.154,9.769,74.0,14.63,31.84
-0.054,16.154,9.778,74.0,14.63,32.01
-0.044,16.152,9.786,74.0,14.63,32.17
-0.067,16.154,9.793,74.0,14.61,32.25
-0.025,16.155,9.801,74.0,14.63,32.37
-0.037,16.156,9.808,74.0,14.63,32.47
-0.056,16.158,9.815,74.0,14.63,32.33
0.091,16.162,9.82,74.0,14.63,32.4
-0.067,16.168,9.823,74.0,14.63,32.22
-0.012,16.171,9.824,74.0,14.63,31.89
0.084,16.173,9.827,79.0,14.61,31.65
0.07,16.176,9.825,79.0,14.63,31.64
-0.052,16.182,9.825,79.0,14.63,31.38
-0.049,16.183,9.825,79.0,14.63,31.24
-0.053,16.19,9.824,79.0,14.63,31.08
-0.064,16.189,9.823,79.0,14.61,30.85
-0.071,16.19,9.82,79.0,14.61,30.52
-0.056,16.191,9.815,79.0,14.63,30.46
0.021,16.189,9.809,79.0,14.63,30.56
-0.087,16.187,9.805,79.0,14.61,30.39
0.148,16.188,9.801,79.0,14.63,30.27
-0.033,16.191,9.8,79.0,14.63,30.3
-0.019,16.193,9.794,79.0,14.63,29.96
0.074,16.196,9.788,69.0,14.63,30.28
0.144,16.197,9.782,69.0,14.63,30.31
-0.004,16.197,9.774,69.0,14.64,30.22
-0.042,16.198,9.768,69.0,14.63,30.17
-0.03,16.196,9.761,69.0,14.61,30.15
-0.046,16.194,9.754,69.0,14.63,30.26
-0.044,16.193,9.744,69.0,14.64,30.47
-0.046,16.193,9.74,69.0,14.63,30.38
0.018,16.196,9.734,69.0,14.63,30.13
-0.078,16.191,9.724,69.0,14.63,30.22
0.153,16.189,9.716,69.0,14.63,30.04
-0.065,16.189,9.709,69.0,14.63,30.11
-0.028,16.187,9.704,69.0,14.63,30.38
0.067,16.186,9.699,71.0,14.63,30.13
0.145,16.184,9.691,71.0,14.63,30.15
0.004,16.185,9.682,71.0,14.63,30.58
-0.041,16.184,9.675,71.0,14.61,30.72
-0.036,16.181,9.666,71.0,14.61,30.84
-0.052,16.175,9.656,71.0,14.63,31.06
-0.045,16.169,9.647,71.0,14.63,31.47
0.014,16.164,9.637,71.0,14.61,31.64
-0.091,16.162,9.628,71.0,14.63,31.84
0.138,16.159,9.618,71.0,14.63,32.27
-0.08,16.158,9.611,71.0,14.61,32.27
-0.046,16.156,9.607,71.0,14.63,32.35
0.038,16.155,9.598,77.0,14.61,32.23
0.101,16.152,9.588,77.0,14.61,32.21
-0.025,16.148,9.579,77.0,14.63,31.99
-0.06,16.143,9.573,77.0,14.63,31.91
-0.05,16.137,9.567,77.0,14.63,31.81
-0.069,16.133,9.562,77.0,14.63,31.66
-0.076,16.132,9.557,77.0,14.63,31.43
-0.051,16.13,9.552,77.0,14.63,30.89
-0.001,16.125,9.549,77.0,14.63,30.83
-0.088,16.122,9.547,77.0,14.63,30.81
0.138,16.12,9.54,77.0,14.63,30.7
-0.057,16.117,9.535,77.0,14.61,30.57
-0.016,16.114,9.531,77.0,14.61,30.44
0.085,16.11,9.529,72.0,14.63,30.37
0.134,16.105,9.529,72.0,14.63,30.32
-0.019,16.099,9.53,72.0,14.63,30.22
-0.037,16.096,9.531,72.0,14.61,30.22
-0.031,16.094,9.531,72.0,14.61,30.31
-0.048,16.089,9.529,72.0,14.63,30.25
-0.061,16.083,9.525,72.0,14.61,30.04
0.019,16.081,9.526,72.0,14.61,30.06
-0.061,16.079,9.524,72.0,14.61,30.13
0.133,16.075,9.52,72.0,14.63,30.15
-0.052,16.071,9.519,72.0,14.63,30.38
-0.045,16.068,9.516,72.0,14.61,30.39
0.024,16.065,9.514,72.0,14.61,30.11
0.139,16.063,9.511,73.0,14.63,29.95
0.056,16.058,9.509,73.0,14.61,29.81
-0.049,16.055,9.509,73.0,14.61,29.92
-0.032,16.05,9.505,73.0,14.61,29.92
-0.047,16.045,9.502,73.0,14.61,29.98
-0.058,16.04,9.499,73.0,14.61,30.06
0.011,16.037,9.495,73.0,14.61,30.36
-0.037,16.033,9.492,73.0,14.61,30.64
0.074,16.03,9.491,73.0,14.61,30.93
0.029,16.027,9.489,73.0,14.61,31.26
-0.027,16.025,9.482,73.0,14.61,31.48
0.033,16.02,9.477,73.0,14.61,31.64
0.128,16.011,9.471,76.0,14.63,31.89
0.089,16.008,9.465,76.0,14.61,32.04
-0.017,16.003,9.462,76.0,14.61,32.18
-0.006,15.998,9.455,76.0,14.61,32.32
-0.023,15.989,9.45,76.0,14.61,32.34
-0.037,15.987,9.448,76.0,14.61,32.11
0.019,15.984,9.448,76.0,14.61,32.02
0.029,15.981,9.444,76.0,14.61,31.84
0.163,15.973,9.44,76.0,14.61,31.84
-0.035,15.968,9.438,76.0,14.61,31.71
-0.016,15.966,9.431,76.0,14.61,31.45
0.052,15.961,9.427,78.0,14.61,31.2
0.159,15.956,9.423,78.0,14.61,31.13
0.075,15.946,9.423,78.0,14.61,31.13
-0.017,15.941,9.422,78.0,14.61,30.99
-0.001,15.938,9.418,78.0,14.61,30.79
-0.025,15.935,9.415,78.0,14.6,30.72
-0.03,15.932,9.408,78.0,14.61,30.47
0.061,15.928,9.405,78.0,14.61,30.31
-0.04,15.927,9.4,78.0,14.61,30.05
0.167,15.925,9.395,78.0,14.61,30.04
-0.041,15.921,9.39,78.0,14.61,30.37
-0.011,15.917,9.385,116.0,14.61,30.37
0.062,15.913,9.383,116.0,14.61,30.22
0.169,15.911,9.38,116.0,14.61,30.17
0.074,15.906,9.375,116.0,14.61,30.01
-0.013,15.901,9.373,116.0,14.61,29.91
-0.006,15.896,9.369,116.0,14.61,29.91
-0.018,15.891,9.367,116.0,14.61,29.88
-0.034,15.889,9.363,116.0,14.61,29.75
0.041,15.888,9.362,116.0,14.61,29.71
-0.049,15.884,9.358,116.0,14.61,29.82
0.143,15.881,9.353,116.0,14.61,29.85
-0.048,15.878,9.348,116.0,14.61,29.86
-0.035,15.874,9.345,116.0,14.61,30.01
0.035,15.869,9.341,116.0,14.61,30.2
0.137,15.864,9.336,116.0,14.61,30.35
0.061,15.861,9.331,116.0,14.61,30.65
-0.035,15.859,9.323,116.0,14.61,30.93
-0.024,15.854,9.317,116.0,14.61,31.25
-0.038,15.851,9.315,116.0,14.61,31.5
-0.014,15.85,9.312,116.0,14.61,31.65
0.012,15.841,9.304,116.0,14.61,31.86
-0.049,15.838,9.302,116.0,14.6,32.0
0.164,15.834,9.301,116.0,14.61,32.22
-0.014,15.829,9.296,116.0,14.61,32.34
0.0,15.825,9.291,116.0,14.61,32.3
0.093,15.824,9.286,81.0,14.61,32.15
0.103,15.823,9.283,81.0,14.61,32.09
-0.033,15.818,9.278,81.0,14.61,31.9
-0.037,15.815,9.276,81.0,14.6,31.58
-0.04,15.811,9.274,81.0,14.61,31.6
-0.06,15.804,9.273,81.0,14.6,31.34
-0.047,15.799,9.273,81.0,14.6,31.02
0.009,15.794,9.273,81.0,14.6,30.76
-0.09,15.791,9.273,81.0,14.6,30.68
0.147,15.784,9.273,81.0,14.6,30.46
-0.063,15.783,9.271,81.0,14.6,30.35
-0.024,15.779,9.27,81.0,14.6,30.23
0.077,15.777,9.268,76.0,14.6,30.1
0.136,15.776,9.266,76.0,14.6,30.14
-0.013,15.772,9.263,76.0,14.6,30.23
-0.041,15.767,9.26,76.0,14.61,30.29
-0.036,15.766,9.259,76.0,14.61,30.2
-0.054,15.763,9.258,76.0,14.61,30.16
-0.037,15.761,9.256,76.0,14.6,30.08
0.018,15.757,9.254,76.0,14.61,30.08
-0.085,15.753,9.251,76.0,14.6,29.88
0.148,15.749,9.25,76.0,14.6,29.71
-0.055,15.744,9.248,76.0,14.6,29.72
-0.014,15.742,9.248,76.0,14.6,29.81
0.079,15.737,9.248,77.0,14.6,29.8
0.126,15.734,9.248,77.0,14.6,29.91
-0.026,15.731,9.25,77.0,14.61,29.84
-0.057,15.728,9.251,77.0,14.6,29.79
-0.058,15.726,9.255,77.0,14.6,29.79
-0.08,15.723,9.259,77.0,14.6,29.69
-0.069,15.719,9.264,77.0,14.6,29.85
-0.01,15.715,9.27,77.0,14.61,30.14
-0.104,15.711,9.282,77.0,14.6,30.61
0.135,15.705,9.288,77.0,14.6,30.87
-0.064,15.702,9.292,77.0,14.6,31.1
0.022,15.7,9.302,77.0,14.6,31.41
0.048,15.7,9.312,77.0,14.6,31.55
0.099,15.699,9.323,77.0,14.6,31.85
-0.033,15.701,9.334,77.0,14.6,31.93
-0.059,15.699,9.344,77.0,14.6,32.2
-0.058,15.7,9.356,77.0,14.6,32.39
-0.08,15.7,9.368,77.0,14.6,32.37
-0.003,15.699,9.379,77.0,14.6,32.22
-0.08,15.701,9.393,77.0,14.6,32.28
0.095,15.701,9.408,77.0,14.6,32.11
-0.064,15.699,9.421,77.0,14.6,31.98
-0.06,15.699,9.435,77.0,14.6,31.76
0.009,15.699,9.447,77.0,14.6,31.52
0.11,15.702,9.46,80.0,14.6,31.4
0.029,15.702,9.472,80.0,14.6,31.22
-0.057,15.706,9.485,80.0,14.6,30.92
-0.046,15.71,9.497,80.0,14.6,30.72
-0.054,15.715,9.508,80.0,14.6,30.63
-0.068,15.719,9.518,80.0,14.6,30.49
0.001,15.724,9.527,80.0,14.6,30.39
-0.049,15.727,9.537,80.0,14.6,30.4
0.044,15.732,9.545,80.0,14.6,30.43
0.028,15.738,9.554,80.0,14.6,30.21
-0.046,15.742,9.563,80.0,14.59,30.2
0.011,15.743,9.572,80.0,14.6,30.23
0.133,15.746,9.58,76.0,14.6,30.21
0.085,15.752,9.593,76.0,14.6,30.15
-0.038,15.755,9.606,76.0,14.59,30.15
-0.03,15.761,9.619,76.0,14.6,30.12
-0.04,15.764,9.634,76.0,14.6,29.95
-0.064,15.766,9.649,76.0,14.59,29.6
0.007,15.768,9.66,76.0,14.6,29.63
-0.056,15.772,9.672,76.0,14.6,29.6
0.059,15.776,9.684,76.0,14.6,29.72
-0.011,15.782,9.696,76.0,14.6,29.78
-0.066,15.783,9.706,76.0,14.6,29.89
-0.004,15.784,9.716,76.0,14.6,29.85
0.1,15.789,9.724,78.0,14.6,30.04
0.044,15.794,9.731,78.0,14.6,30.28
-0.067,15.799,9.736,78.0,14.6,30.69
-0.053,15.802,9.74,78.0,14.6,30.95
-0.061,15.804,9.743,78.0,14.6,31.31
-0.04,15.806,9.745,78.0,14.6,31.4
-0.009,15.81,9.748,78.0,14.6,31.48
-0.088,15.809,9.753,78.0,14.6,31.82
0.14,15.81,9.755,78.0,14.6,32.11
-0.069,15.813,9.762,78.0,14.6,32.33
-0.028,15.814,9.771,78.0,14.6,32.31
0.067,15.818,9.772,81.0,14.6,32.26
0.093,15.821,9.77,81.0,14.6,32.17
-0.043,15.823,9.77,81.0,14.59,31.92
-0.052,15.825,9.768,81.0,14.6,31.95
-0.05,15.825,9.765,81.0,14.6,31.63
-0.068,15.826,9.762,81.0,14.6,31.45
-0.078,15.833,9.761,81.0,14.59,31.2
0.018,15.835,9.756,81.0,14.59,31.15
-0.086,15.836,9.748,81.0,14.59,30.74
0.128,15.838,9.745,81.0,14.59,30.51
-0.083,15.843,9.741,81.0,14.59,30.43
-0.049,15.846,9.734,81.0,14.59,30.29
0.031,15.848,9.726,81.0,14.59,30.04
0.125,15.85,9.718,75.0,14.59,30.12
0.014,15.85,9.711,75.0,14.59,30.07
-0.053,15.853,9.702,75.0,14.59,29.95
-0.035,15.854,9.692,75.0,14.59,29.92
-0.053,15.855,9.682,75.0,14.59,29.96
-0.065,15.856,9.675,75.0,14.59,29.79
-0.039,15.856,9.666,75.0,14.59,29.6
0.002,15.856,9.657,75.0,14.59,29.64
-0.082,15.855,9.654,75.0,14.59,29.62
0.14,15.853,9.65,75.0,14.59,29.64
-0.05,15.853,9.646,75.0,14.59,29.54
-0.009,15.853,9.641,75.0,14.59,29.54
0.096,15.851,9.635,73.0,14.59,29.62
0.13,15.848,9.628,73.0,14.59,29.67
-0.03,15.845,9.622,73.0,14.59,29.71
-0.045,15.845,9.615,73.0,14.59,29.66
-0.043,15.843,9.609,73.0,14.59,29.77
-0.063,15.839,9.604,73.0,14.59,29.89
-0.063,15.839,9.598,73.0,14.59,30.1
0.011,15.836,9.592,73.0,14.59,30.36
-0.088,15.831,9.588,73.0,14.59,30.76
0.156,15.831,9.582,73.0,14.59,31.19
-0.063,15.825,9.577,73.0,14.59,31.59
-0.027,15.821,9.572,73.0,14.59,31.89
0.05,15.819,9.569,75.0,14.59,32.13
0.125,15.816,9.571,75.0,14.59,32.35
-0.005,15.815,9.573,75.0,14.59,32.64
-0.051,15.813,9.576,75.0,14.6,32.91
-0.038,15.81,9.577,75.0,14.59,32.88
-0.055,15.809,9.581,75.0,14.59,32.77
-0.002,15.805,9.582,75.0,14.59,32.56
-0.033,15.801,9.581,75.0,14.6,32.45
0.003,15.798,9.577,75.0,14.6,32.25
0.058,15.796,9.574,75.0,14.6,32.08
-0.064,15.793,9.568,75.0,14.6,31.89
-0.005,15.792,9.564,75.0,14.6,31.65
0.102,15.788,9.559,80.0,14.6,31.67
0.07,15.786,9.558,80.0,14.6,31.74
-0.054,15.782,9.561,80.0,14.6,31.59
-0.04,15.781,9.562,80.0,14.6,31.4
-0.049,15.777,9.561,80.0,14.6,31.15
-0.069,15.777,9.562,80.0,14.6,30.77
0.018,15.772,9.563,80.0,14.6,30.49
-0.076,15.769,9.564,80.0,14.6,30.4
0.143,15.771,9.568,80.0,14.6,30.21
-0.064,15.768,9.573,80.0,14.59,30.26
-0.035,15.767,9.583,80.0,14.6,30.26
0.038,15.763,9.594,80.0,14.6,30.22
0.145,15.759,9.607,79.0,14.6,30.18
0.044,15.757,9.622,79.0,14.6,30.08
-0.042,15.753,9.64,79.0,14.59,29.87
